,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","DC array power | (W)","Diffuse irradiance | (W/m2)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 1, 12:00 am",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,4.3
"Jan 1, 01:00 am",0,-1.5,0,0,0,0,0,-1.5,0,0,1,0,0,4.3
"Jan 1, 02:00 am",0,-1.9,0,0,0,0,0,-1.9,0,0,1,0,0,4.3
"Jan 1, 03:00 am",0,-2.2,0,0,0,0,0,-2.2,0,0,1,0,0,3
"Jan 1, 04:00 am",0,-2.6,0,0,0,0,0,-2.6,0,0,1,0,0,3
"Jan 1, 05:00 am",0,-2.6,0,0,0,0,0,-2.6,0,0,1,0,0,3
"Jan 1, 06:00 am",0,-2.7,0,0,0,0,0,-2.7,0,0,1,0,0,6.6
"Jan 1, 07:00 am",12.2406,-2.7,78.9925,63,35.1405,1,2,-3.73199,12.9989,0.0122406,1,2,9.00784,6.6
"Jan 1, 08:00 am",678.7,-1.7,71.4837,496,716.025,37,104,0.608011,212.349,0.6787,1,1,186.903,6.6
"Jan 1, 09:00 am",1625.68,-0.6,59.4328,788,1690.53,52,287,6.7261,473.447,1.62568,1,1,452.961,6
"Jan 1, 10:00 am",2292.13,0.4,48.7457,881,2381.39,61,437,11.3927,661.531,2.29214,1,1,651.225,6
"Jan 1, 11:00 am",2709.14,1.9,40.6005,925,2815.82,66,539,15.3934,789.13,2.70914,1,1,783.88,6
"Jan 1, 12:00 pm",2876.05,3.3,36.7515,939,2990.18,68,582,16.8844,841.675,2.87605,1,1,838.039,6.7
"Jan 1, 01:00 pm",2773.2,4.7,38.5155,932,2882.71,66,562,17.9309,816.08,2.7732,1,1,811.766,6.7
"Jan 1, 02:00 pm",2354.42,5.2,45.2386,828,2446.17,80,465,16.3441,691.086,2.35442,1,1,683.898,6.7
"Jan 1, 03:00 pm",1759.13,5.7,55.1262,757,1828.53,63,330,13.4037,519.066,1.75913,1,1,504.519,7.3
"Jan 1, 04:00 pm",994.434,6.2,66.761,623,1040.01,45,170,10.4327,308.546,0.994434,1,1,283.204,7.3
"Jan 1, 05:00 pm",142.824,5.1,76.6577,264,168.232,0,11,5.22904,60.9227,0.142824,1,3,44.7862,7.3
"Jan 1, 06:00 pm",0,4.1,0,0,0,0,0,4.1,0,0,1,0,0,4.4
"Jan 1, 07:00 pm",0,3.1,0,0,0,0,0,3.1,0,0,1,0,0,4.4
"Jan 1, 08:00 pm",0,2.1,0,0,0,0,0,2.1,0,0,1,0,0,4.4
"Jan 1, 09:00 pm",0,1.1,0,0,0,0,0,1.1,0,0,1,0,0,6.9
"Jan 1, 10:00 pm",0,0.1,0,0,0,0,0,0.1,0,0,1,0,0,6.9
"Jan 1, 11:00 pm",0,-0.3,0,0,0,0,0,-0.3,0,0,1,0,0,6.9
"Jan 2, 12:00 am",0,-0.7,0,0,0,0,0,-0.7,0,0,1,0,0,4.4
"Jan 2, 01:00 am",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,4.4
"Jan 2, 02:00 am",0,-1.3,0,0,0,0,0,-1.3,0,0,1,0,0,4.4
"Jan 2, 03:00 am",0,-1.4,0,0,0,0,0,-1.4,0,0,1,0,0,7
"Jan 2, 04:00 am",0,-1.6,0,0,0,0,0,-1.6,0,0,1,0,0,7
"Jan 2, 05:00 am",0,-0.9,0,0,0,0,0,-0.9,0,0,1,0,0,7
"Jan 2, 06:00 am",0,-0.3,0,0,0,0,0,-0.3,0,0,1,0,0,5.4
"Jan 2, 07:00 am",0,0.3,79.0434,0,3.7408,1,1,-1.00829,0.969846,0,1,2,0.969846,5.4
"Jan 2, 08:00 am",104.456,1.1,71.5476,0,129.112,35,35,0.320772,33.6611,0.104456,1,1,33.6611,5.4
"Jan 2, 09:00 am",148.495,1.8,59.4771,0,174.016,48,48,1.23274,45.5431,0.148495,1,1,45.5431,4.5
"Jan 2, 10:00 am",392.958,2.5,48.7612,0,423.604,115,115,3.35386,111.868,0.392958,1,1,111.868,4.5
"Jan 2, 11:00 am",374.511,4.4,40.5745,0,404.751,112,112,5.30721,107.787,0.374511,1,1,107.787,4.5
"Jan 2, 12:00 pm",322.718,6.3,36.6751,0,351.836,99,99,7.38292,94.54,0.322718,1,1,94.54,1.2
"Jan 2, 01:00 pm",305.924,8.2,38.399,0,334.683,95,95,9.10741,90.6091,0.305924,1,1,90.6091,1.2
"Jan 2, 02:00 pm",254.029,8,45.1038,0,281.696,80,80,8.4102,76.0321,0.254029,1,1,76.0321,1.2
"Jan 2, 03:00 pm",185.546,7.9,54.9879,0,211.809,60,60,7.59,56.9653,0.185546,1,1,56.9653,0.9
"Jan 2, 04:00 pm",454.942,7.7,66.6259,112,486.973,81,104,10.0721,136.92,0.454942,1,1,132.398,0.9
"Jan 2, 05:00 pm",20.0165,8,76.6091,17,43.0616,7,8,6.50427,12.5648,0.0200165,1,3,11.5269,0.9
"Jan 2, 06:00 pm",0,8.3,0,0,0,0,0,8.3,0,0,1,0,0,2.6
"Jan 2, 07:00 pm",0,8.5,0,0,0,0,0,8.5,0,0,1,0,0,2.6
"Jan 2, 08:00 pm",0,8.4,0,0,0,0,0,8.4,0,0,1,0,0,2.6
"Jan 2, 09:00 pm",0,8.2,0,0,0,0,0,8.2,0,0,1,0,0,2.6
"Jan 2, 10:00 pm",0,8.1,0,0,0,0,0,8.1,0,0,1,0,0,2.6
"Jan 2, 11:00 pm",0,8.3,0,0,0,0,0,8.3,0,0,1,0,0,2.6
"Jan 3, 12:00 am",0,8.6,0,0,0,0,0,8.6,0,0,1,0,0,1.5
"Jan 3, 01:00 am",0,8.9,0,0,0,0,0,8.9,0,0,1,0,0,1.5
"Jan 3, 02:00 am",0,8.9,0,0,0,0,0,8.9,0,0,1,0,0,1.5
"Jan 3, 03:00 am",0,8.9,0,0,0,0,0,8.9,0,0,1,0,0,1.5
"Jan 3, 04:00 am",0,8.9,0,0,0,0,0,8.9,0,0,1,0,0,1.5
"Jan 3, 05:00 am",0,8.9,0,0,0,0,0,8.9,0,0,1,0,0,1.5
"Jan 3, 06:00 am",0,9,0,0,0,0,0,9,0,0,1,0,0,5
"Jan 3, 07:00 am",0,9,79.0942,1,4.07344,1,1,7.61312,1.15904,0,1,2,1.09565,5
"Jan 3, 08:00 am",174.054,9.6,71.6074,6,200.086,51,52,9.25318,54.5136,0.174054,1,1,54.2041,5
"Jan 3, 09:00 am",467.463,10.2,59.5165,20,499.779,125,131,12.2538,137.716,0.467463,1,1,137.194,1.7
"Jan 3, 10:00 am",534.783,10.8,48.7708,4,568.651,155,157,13.7619,157.197,0.534783,1,1,157.15,1.7
"Jan 3, 11:00 am",432.891,13.1,40.5416,0,464.425,133,133,15.3513,129.264,0.432891,1,1,129.264,1.7
"Jan 3, 12:00 pm",630.709,15.5,36.5915,4,666.86,187,189,18.8078,188.553,0.630709,1,1,188.538,2.8
"Jan 3, 01:00 pm",291.903,17.8,38.2759,0,320.364,95,95,18.8756,90.6032,0.291903,1,1,90.6032,2.8
"Jan 3, 02:00 pm",261.833,18.2,44.964,0,289.662,86,86,18.7951,81.8902,0.261833,1,1,81.8902,2.8
"Jan 3, 03:00 pm",286.338,18.5,54.8461,0,314.682,92,92,19.0934,89.0849,0.286338,1,1,89.0849,4.9
"Jan 3, 04:00 pm",449.21,18.9,66.4885,125,481.111,81,107,20.5657,142.132,0.44921,1,1,137.123,4.9
"Jan 3, 05:00 pm",58.7394,18.2,76.561,91,82.5152,4,10,17.6909,28.7607,0.0587394,1,3,23.2107,4.9
"Jan 3, 06:00 pm",0,17.5,0,0,0,0,0,17.5,0,0,1,0,0,4.3
"Jan 3, 07:00 pm",0,16.7,0,0,0,0,0,16.7,0,0,1,0,0,4.3
"Jan 3, 08:00 pm",0,16.2,0,0,0,0,0,16.2,0,0,1,0,0,4.3
"Jan 3, 09:00 pm",0,15.6,0,0,0,0,0,15.6,0,0,1,0,0,3.3
"Jan 3, 10:00 pm",0,15.1,0,0,0,0,0,15.1,0,0,1,0,0,3.3
"Jan 3, 11:00 pm",0,15,0,0,0,0,0,15,0,0,1,0,0,3.3
"Jan 4, 12:00 am",0,14.9,0,0,0,0,0,14.9,0,0,1,0,0,2.5
"Jan 4, 01:00 am",0,14.8,0,0,0,0,0,14.8,0,0,1,0,0,2.5
"Jan 4, 02:00 am",0,14.7,0,0,0,0,0,14.7,0,0,1,0,0,2.5
"Jan 4, 03:00 am",0,14.5,0,0,0,0,0,14.5,0,0,1,0,0,2.1
"Jan 4, 04:00 am",0,14.4,0,0,0,0,0,14.4,0,0,1,0,0,2.1
"Jan 4, 05:00 am",0,14.2,0,0,0,0,0,14.2,0,0,1,0,0,2.1
