Hours since 00:00 Jan 1,Dry bulb temp (C),Wet bulb temp (C),Dew point temp (C),Relative humidity (%),Wind speed (m/s),Wind direction (deg)
131.5,-4.4,-16.1,-15.947,40,4.6,40
132.5,-3.9,-17.2,-17.0898,35,6.2,30
133.5,-3.3,-16.7,-16.5557,35,4.1,350
134.5,-3.3,-17.2,-16.9005,34,5.7,10
135.5,-2.8,-17.8,-17.5528,31,5.2,10
136.5,-3.3,-17.8,-17.6181,32,5.7,40
137.5,-3.3,-16.7,-16.5557,35,6.7,30
138.5,-3.3,-16.1,-15.8917,37,6.7,40
139.5,-3.3,-15.6,-15.259,39,6.2,40
140.5,-3.9,-14.4,-14.3431,44,5.2,40
141.5,-5,-9.4,-9.43143,71,4.6,10
142.5,-6.1,-6.7,-6.63214,96,4.6,10
143.5,-6.1,-7.2,-7.18433,92,5.2,30
144.5,-6.1,-7.2,-7.18433,92,3.6,30
145.5,-6.1,-6.7,-6.63214,96,3.1,360
146.5,-6.1,-6.7,-6.63214,96,3.6,110
147.5,-5,-5.6,-5.5372,96,7.2,110
148.5,-4.4,-5,-4.93997,96,8.2,90
149.5,-3.9,-4.4,-4.44229,96,7.7,80
150.5,-3.9,-4.4,-4.44229,96,8.2,100
151.5,-3.3,-3.9,-3.84507,96,9.3,100
152.5,-1.7,-2.8,-2.82582,92,3.1,90
153.5,-1.7,-2.8,-2.82582,92,6.7,110
154.5,-1.1,-2.2,-2.23154,92,3.1,90
155.5,-0.6,-2.2,-2.18509,89,5.2,60
156.5,-0.6,-1.1,-1.15768,96,2.1,350
157.5,-0.6,-1.1,-1.15768,96,2.6,50
158.5,0,-0.6,-0.560506,96,4.1,80
159.5,0,0,0,100,3.6,10
160.5,0,0,0,100,3.1,50
161.5,0.6,0,0.0366637,96,3.6,70
162.5,0,0,0,100,3.1,80
163.5,-0.6,-1.1,-1.15768,96,5.7,110
164.5,-0.6,-2.2,-2.18509,89,5.2,120
165.5,-1.1,-2.2,-2.23154,92,3.6,100
166.5,-1.7,-2.8,-2.82582,92,4.1,110
167.5,-1.7,-2.8,-2.82582,92,3.6,110
168.5,-1.7,-2.8,-2.82582,92,2.6,90
169.5,-1.7,-2.8,-2.82582,92,2.6,110
170.5,-1.7,-2.8,-2.82582,92,0,0
171.5,-2.8,-3.9,-3.91538,92,4.1,340
172.5,-2.8,-3.9,-3.91538,92,2.6,340
173.5,-3.9,-4.4,-4.44229,96,4.1,320
174.5,-3.9,-5,-5.00498,92,4.1,320
175.5,-4.4,-5.6,-5.50027,92,5.2,320
176.5,-4.4,-5.6,-5.50027,92,5.2,340
177.5,-4.4,-6.1,-6.08261,88,5.2,320
178.5,-3.9,-6.1,-6.0441,85,3.6,310
179.5,-3.9,-5.6,-5.5898,88,4.6,320
180.5,-3.9,-6.7,-6.67249,81,4.1,310
181.5,-3.3,-5.6,-5.45507,85,3.1,290
182.5,-3.3,-5.6,-5.45507,85,5.7,320
183.5,-3.9,-5.6,-5.5898,88,4.1,320
184.5,-4.4,-6.1,-6.08261,88,4.1,310
185.5,-4.4,-6.7,-6.53498,85,5.2,330
186.5,-5,-7.2,-7.12406,85,4.1,330
187.5,-5,-7.2,-7.12406,85,3.1,340
188.5,-5.6,-7.2,-7.26541,88,3.6,350
189.5,-5.6,-7.2,-7.26541,88,3.6,40
190.5,-6.1,-7.8,-7.75827,88,4.1,10
191.5,-6.1,-7.8,-7.75827,88,5.2,20
192.5,-6.7,-8.3,-8.34971,88,2.6,360
193.5,-6.7,-8.3,-8.34971,88,3.6,340
194.5,-6.7,-8.9,-8.94423,84,3.6,350
195.5,-6.7,-8.9,-8.94423,84,5.2,10
196.5,-7.2,-8.9,-8.84261,88,4.6,50
197.5,-7.2,-8.9,-8.84261,88,6.2,20
198.5,-7.2,-8.9,-8.84261,88,5.2,10
199.5,-7.2,-8.9,-8.84261,88,5.2,360
200.5,-7.2,-8.9,-8.84261,88,3.6,360
201.5,-7.2,-8.9,-8.84261,88,4.1,40
202.5,-5.6,-8.3,-8.33255,81,2.1,10
203.5,-5.6,-8.3,-8.33255,81,3.6,30
204.5,-5,-8.3,-8.2317,78,4.1,10
205.5,-5,-7.8,-7.74661,81,3.6,360
206.5,-4.4,-7.2,-7.16071,81,3.6,20
207.5,-4.4,-7.2,-7.16071,81,4.1,20
208.5,-5,-7.2,-7.12406,85,4.6,20
209.5,-5,-7.2,-7.12406,85,3.6,10
210.5,-5,-7.2,-7.12406,85,2.6,340
211.5,-5,-6.7,-6.674,88,2.1,330
212.5,-5,-6.7,-6.674,88,3.1,340
213.5,-6.1,-8.3,-8.20412,85,2.1,320
214.5,-6.1,-7.8,-7.75827,88,2.6,340
215.5,-5.6,-8.3,-8.33255,81,3.1,10
216.5,-6.1,-8.9,-8.82086,81,2.6,10
217.5,-7.8,-10,-10.023,84,2.6,340
218.5,-9.4,-11.7,-11.5923,84,2.6,360
219.5,-10,-12.2,-12.1809,84,4.1,340
220.5,-10,-12.2,-12.1809,84,2.1,330
221.5,-11.1,-13.3,-13.26,84,0,0
222.5,-10.6,-12.8,-12.7694,84,2.1,350
223.5,-8.9,-11.7,-11.5558,81,3.6,350
224.5,-7.2,-10.6,-10.5336,77,3.6,360
225.5,-5.6,-9.4,-9.485,74,3.6,20
226.5,-3.3,-8.9,-8.73216,66,2.6,350
227.5,-1.7,-7.8,-7.60324,64,3.1,330
228.5,-0.6,-7.8,-7.61151,59,4.1,340
229.5,0,-7.8,-7.72081,56,5.2,350
230.5,0.6,-7.2,-7.1592,56,4.1,350
231.5,0,-6.7,-6.61369,61,4.1,10
232.5,-1.7,-6.7,-6.629,69,3.1,350
233.5,-3.3,-7.8,-7.61558,72,3.6,350
234.5,-4.4,-8.3,-8.15278,75,2.6,360
235.5,-5,-8.9,-8.73365,75,2.1,340
236.5,-5,-9.4,-9.43143,71,2.6,350
237.5,-5.6,-9.4,-9.485,74,2.1,30
238.5,-8.9,-9.4,-9.41936,96,2.1,280
239.5,-10,-11.1,-11.0482,92,2.1,280
240.5,-10,-11.1,-11.0482,92,0,0
241.5,-11.7,-13.3,-13.2793,88,2.1,320
242.5,-11.1,-12.2,-12.1381,92,0,0
243.5,-12.2,-13.3,-13.2281,92,2.6,130
244.5,-12.8,-13.9,-13.8226,92,1.5,350
245.5,-12.8,-14.4,-14.364,88,2.6,120
246.5,-12.8,-14.4,-14.364,88,0,0
247.5,-11.7,-13.3,-13.2793,88,2.1,120
248.5,-8.9,-9.4,-9.41936,96,1.5,100
249.5,-6.1,-7.2,-7.18433,92,0,0
250.5,-2.8,-6.1,-6.09266,78,0,0
251.5,0,-5,-4.99952,69,0,0
252.5,3.9,-5.6,-5.30889,51,0,0
253.5,5,-4.4,-4.29132,51,2.1,320
254.5,4.4,-3.3,-3.36798,57,3.1,320
255.5,5,-3.9,-3.77974,53,1.5,330
256.5,3.3,-3.9,-3.71662,60,2.1,320
257.5,3.3,-4.4,-4.39867,57,2.1,90
258.5,0,-5.6,-5.38685,67,2.6,100
259.5,0.6,-6.1,-6.04666,61,2.1,90
260.5,-0.6,-6.1,-5.95999,67,3.1,100
261.5,-1.1,-6.7,-6.6334,66,3.1,110
262.5,-1.7,-7.8,-7.60324,64,4.6,100
263.5,-1.1,-7.2,-7.03291,64,4.1,110
264.5,-1.1,-7.8,-7.65347,61,3.1,140
265.5,-0.6,-7.8,-7.61151,59,3.6,150
266.5,0.6,-6.7,-6.4816,59,3.6,140
267.5,0.6,-6.1,-6.04666,61,5.2,130
268.5,0,-5.6,-5.38685,67,4.1,120
269.5,0,-5.6,-5.38685,67,2.6,160
270.5,0,-5.6,-5.38685,67,4.6,140
271.5,0.6,-5.6,-5.41739,64,6.2,150
272.5,2.2,-4.4,-4.31942,62,6.7,150
273.5,2.8,-4.4,-4.41098,59,6.2,160
274.5,3.9,-3.3,-3.15109,60,5.2,150
275.5,5.6,-2.2,-2.00883,58,4.6,150
276.5,5.6,-0.6,-0.456861,65,5.7,130
277.5,5.6,-0.6,-0.456861,65,6.7,140
278.5,7.2,0.6,0.631019,63,5.7,150
279.5,6.7,1.1,1.21465,68,5.7,150
280.5,6.7,1.7,1.81642,71,5.7,150
281.5,6.7,2.2,2.39614,74,5.2,160
282.5,6.7,2.8,2.95547,77,5.2,170
283.5,6.7,2.8,2.95547,77,6.7,180
284.5,6.7,2.8,2.95547,77,4.6,220
285.5,5,3.9,3.9632,93,6.2,290
286.5,4.4,4.4,4.4,100,5.2,290
287.5,4.4,4.4,4.4,100,2.1,130
288.5,3.3,1.7,1.66251,89,3.1,320
289.5,3.9,2.8,2.87256,93,3.6,290
290.5,3.9,3.9,3.9,100,4.6,290
291.5,3.3,3.3,3.3,100,4.1,290
292.5,2.8,1.1,1.16928,89,7.2,300
293.5,1.7,-0.6,-0.547548,85,6.7,300
294.5,0,-4.4,-4.4368,72,8.2,320
295.5,-1.1,-8.3,-8.30174,58,8.2,330
296.5,-0.6,-8.3,-8.28252,56,7.2,340
297.5,-1.1,-8.3,-8.30174,58,8.8,330
298.5,-0.6,-8.3,-8.28252,56,7.7,310
299.5,0,-8.3,-8.1884,54,6.2,310
300.5,0.6,-7.2,-7.1592,56,7.7,330
301.5,0.6,-7.8,-7.62908,54,7.2,300
302.5,0.6,-8.3,-8.11466,52,7.7,300
303.5,0.6,-8.3,-8.11466,52,7.2,340
304.5,-0.6,-8.3,-8.28252,56,6.2,340
305.5,-2.8,-7.8,-7.68364,69,4.1,340
306.5,-2.8,-7.8,-7.68364,69,4.1,340
307.5,-3.9,-8.3,-8.19372,72,4.1,330
308.5,-3.3,-8.3,-8.16309,69,2.6,30
309.5,-3.3,-8.9,-8.73216,66,4.1,20
310.5,-3.9,-8.9,-8.73848,69,4.1,30
311.5,-6.1,-9.4,-9.30143,78,3.1,340
312.5,-6.7,-9.4,-9.40686,81,3.1,350
313.5,-5.6,-8.9,-8.81517,78,3.6,360
314.5,-6.1,-9.4,-9.30143,78,2.6,20
315.5,-5.6,-9.4,-9.485,74,5.2,10
316.5,-6.1,-10,-9.96842,74,4.1,20
317.5,-6.7,-10,-9.88498,78,3.6,360
318.5,-6.7,-10,-9.88498,78,3.6,40
319.5,-6.1,-10,-9.96842,74,3.1,30
320.5,-5.6,-9.4,-9.485,74,2.6,50
321.5,-2.8,-9.4,-9.26092,61,2.6,70
322.5,-1.1,-10,-9.93864,51,3.1,20
323.5,0,-9.4,-9.17166,50,2.1,330
324.5,1.7,-9.4,-9.23767,44,3.1,340
325.5,1.7,-9.4,-9.23767,44,2.6,340
326.5,1.1,-7.8,-7.6506,52,4.1,290
327.5,1.7,-8.9,-8.67111,46,3.6,10
328.5,0.6,-7.8,-7.62908,54,3.6,330
329.5,0,-8.3,-8.1884,54,2.1,40
330.5,0,-7.8,-7.72081,56,2.6,80
331.5,-1.7,-7.2,-7.2057,66,0,0
332.5,-1.7,-7.8,-7.60324,64,0,0
333.5,-2.8,-7.2,-7.13384,72,1.5,80
334.5,-2.8,-7.2,-7.13384,72,2.1,60
335.5,-3.3,-7.2,-7.08796,75,2.1,80
336.5,-2.2,-7.8,-7.68267,66,0,0
337.5,-3.3,-7.8,-7.61558,72,1.5,120
338.5,-3.3,-7.2,-7.08796,75,1.5,80
339.5,-3.9,-6.1,-6.0441,85,2.1,120
340.5,-4.4,-7.8,-7.64827,78,2.1,110
341.5,-3.9,-8.3,-8.19372,72,2.1,120
342.5,-3.9,-7.8,-7.66875,75,2.6,120
343.5,-3.3,-6.7,-6.57876,78,2.1,120
344.5,-0.6,-5,-5.01463,72,2.1,150
345.5,2.2,-6.1,-5.8981,55,4.1,130
346.5,3.9,-6.7,-6.37842,47,4.6,150
347.5,5.6,-6.7,-6.6108,41,4.6,200
348.5,6.7,-7.2,-6.95772,37,2.1,220
349.5,7.2,-7.2,-7.23331,35,4.6,230
350.5,7.8,-7.8,-7.4643,33,3.1,170
351.5,7.8,-6.7,-6.33529,36,3.6,200
352.5,5.6,-3.3,-3.22241,53,2.1,120
353.5,3.9,-7.2,-6.94383,45,2.6,120
354.5,2.8,-5.6,-5.33798,55,3.1,120
355.5,2.2,-5.6,-5.42967,57,3.1,140
356.5,1.1,-6.7,-6.46096,57,2.6,130
357.5,0,-6.7,-6.61369,61,2.1,110
358.5,-0.6,-6.1,-5.95999,67,2.6,100
359.5,0,-6.7,-6.61369,61,2.1,120
360.5,-1.7,-6.1,-6.07414,72,2.6,90
361.5,-1.1,-6.7,-6.6334,66,3.1,100
362.5,-1.1,-6.1,-6.05384,69,3.1,80
363.5,-1.7,-6.1,-6.07414,72,3.6,110
364.5,-1.1,-6.1,-6.05384,69,3.1,100
365.5,-1.1,-6.7,-6.6334,66,2.1,130
366.5,-1.7,-6.7,-6.629,69,3.1,90
367.5,-0.6,-6.1,-5.95999,67,2.1,120
368.5,3.3,-5,-4.87127,55,5.2,130
369.5,6.1,-5.6,-5.53613,43,4.6,140
370.5,7.8,-5,-4.95327,40,4.6,160
371.5,9.4,-4.4,-4.1989,38,7.2,190
372.5,10.6,-3.9,-3.85007,36,5.2,160
373.5,11.7,-3.9,-3.63988,34,5.7,160
374.5,11.7,-4.4,-4.44611,32,5.7,140
375.5,11.7,-3.9,-3.63988,34,6.7,140
376.5,8.9,-3.9,-3.63576,41,5.2,150
377.5,7.2,-4.4,-4.23401,44,4.1,120
378.5,7.8,-5,-4.95327,40,4.6,140
379.5,7.2,-5.6,-5.49262,40,5.2,130
380.5,7.2,-6.7,-6.5121,37,5.2,120
381.5,8.3,-6.7,-6.63701,34,7.2,120
382.5,8.3,-6.1,-5.89126,36,6.2,130
383.5,8.3,-6.1,-5.89126,36,6.7,130
384.5,6.1,-1.1,-1.07818,60,5.2,120
385.5,5.6,-0.6,-0.456861,65,5.2,100
386.5,6.1,-0.6,-0.410887,63,8.8,110
387.5,5.6,0.6,0.759848,71,7.2,120
388.5,5,2.8,2.85511,86,8.8,110
389.5,5,3.9,3.9632,93,7.2,120
390.5,6.1,4.4,4.42437,89,6.7,120
391.5,6.7,5.6,5.64866,93,6.7,120
392.5,8.3,7.2,7.23488,93,7.7,140
393.5,8.9,7.2,7.1858,89,9.8,150
394.5,8.9,7.8,7.82968,93,2.6,170
395.5,8.9,8.9,8.9,100,5.7,130
396.5,8.9,8.9,8.9,100,6.7,120
397.5,10.6,9.4,9.51491,93,5.7,140
398.5,10,9.4,9.3914,96,5.2,110
399.5,10,9.4,9.3914,96,4.1,120
400.5,8.9,8.3,8.29679,96,4.6,90
401.5,8.9,8.3,8.29679,96,4.1,80
402.5,8.3,7.8,7.69972,96,5.2,110
403.5,7.8,7.8,7.8,100,5.7,110
404.5,7.8,7.8,7.8,100,3.1,100
405.5,7.8,7.8,7.8,100,4.1,110
406.5,8.3,7.8,7.69972,96,4.6,100
407.5,8.3,8.3,8.3,100,2.6,100
408.5,8.3,8.3,8.3,100,2.1,100
409.5,8.3,8.3,8.3,100,2.6,100
410.5,8.3,8.3,8.3,100,2.6,90
411.5,8.3,8.3,8.3,100,3.1,90
412.5,8.3,8.3,8.3,100,3.1,100
413.5,8.3,8.3,8.3,100,3.6,90
414.5,8.3,8.3,8.3,100,3.6,80
415.5,8.9,8.3,8.29679,96,3.6,110
416.5,9.4,9.4,9.4,100,4.1,90
417.5,10.6,10,9.98845,96,5.2,120
418.5,11.7,10.6,10.6053,93,4.1,110
419.5,11.7,10.6,10.6053,93,6.2,120
420.5,12.2,11.1,11.1009,93,4.6,120
421.5,13.3,11.7,11.6935,90,5.2,90
422.5,13.3,11.1,11.1809,87,5.2,120
423.5,13.3,11.1,11.1809,87,4.6,100
424.5,13.3,11.7,11.6935,90,4.6,100
425.5,12.8,11.7,11.6956,93,5.7,110
426.5,13.3,12.2,12.1912,93,6.2,110
427.5,12.8,11.7,11.6956,93,5.7,120
428.5,12.8,11.7,11.6956,93,4.6,110
429.5,12.8,11.7,11.6956,93,7.2,100
430.5,12.8,12.2,12.3353,97,6.2,100
431.5,13.3,12.8,12.8334,97,7.2,120
432.5,13.3,12.8,12.8334,97,7.2,110
433.5,13.3,12.8,12.8334,97,9.3,130
434.5,13.3,12.8,12.8334,97,7.7,120
435.5,13.9,13.3,13.4312,97,8.2,120
436.5,14.4,13.3,13.2815,93,6.7,130
437.5,14.4,13.9,13.9293,97,6.7,120
438.5,15,14.4,14.5271,97,7.2,130
439.5,16.1,15,14.9664,93,8.8,140
440.5,16.7,15.6,15.5611,93,8.8,150
441.5,17.2,16.1,16.0566,93,8.2,140
442.5,17.8,16.7,16.6512,93,6.7,140
443.5,18.3,17.2,17.1467,93,9.3,140
444.5,17.8,17.2,17.3166,97,7.7,140
445.5,18.3,16.7,16.629,90,10.3,140
446.5,18.3,17.2,17.1467,93,9.3,170
447.5,18.3,17.2,17.1467,93,6.7,160
448.5,17.8,17.8,17.8,100,10.3,190
449.5,17.8,17.2,17.3166,97,6.2,220
450.5,17.2,16.7,16.7188,97,5.2,180
451.5,17.2,16.7,16.7188,97,4.6,180
452.5,16.7,16.1,16.2207,97,4.6,230
453.5,15.6,15.6,15.6,100,4.1,210
454.5,15,15,15,100,3.6,240
455.5,15.6,15,15.1249,97,2.1,230
456.5,14.4,13.9,13.9293,97,2.6,220
457.5,13.9,12.8,12.7859,93,2.1,180
458.5,12.8,12.8,12.8,100,3.1,190
459.5,11.1,11.1,11.1,100,4.6,190
460.5,11.1,10.6,10.486,96,4.6,190
461.5,10,8.9,8.92014,93,4.1,220
462.5,9.4,8.3,8.32535,93,2.6,200
463.5,10,8.3,8.4353,90,2.1,200
464.5,11.7,8.3,8.36433,80,5.7,220
465.5,12.8,7.2,7.25382,69,6.2,220
466.5,13.9,4.4,4.47704,53,8.2,230
467.5,14.4,2.8,2.92571,46,7.7,240
468.5,15,1.1,1.15589,39,6.7,230
469.5,15.6,1.7,1.69188,39,7.7,260
470.5,15.6,0.6,0.579712,36,7.2,240
471.5,14.4,-0.6,-0.48249,36,7.2,250
472.5,12.8,0,0.206756,42,7.7,260
473.5,9.4,2.2,2.26073,61,5.7,290
474.5,7.8,2.2,2.26572,68,6.2,290
475.5,6.7,2.2,2.39614,74,6.2,290
476.5,6.1,1.7,1.81706,74,5.2,300
477.5,4.4,0.6,0.544214,76,4.6,300
478.5,4.4,0.6,0.544214,76,4.6,290
479.5,4.4,-0.6,-0.587413,70,5.2,290
480.5,5,0.6,0.566992,73,3.6,250
481.5,3.3,0,0.0105778,79,3.1,250
482.5,2.2,0,-0.0569022,85,2.6,270
483.5,2.2,0,-0.0569022,85,3.6,280
484.5,2.8,0.6,0.693651,86,2.1,270
485.5,2.8,0.6,0.693651,86,2.6,290
486.5,3.3,1.1,1.18492,86,3.6,300
487.5,3.3,0.6,0.524697,82,5.2,310
488.5,4.4,0.6,0.544214,76,6.2,310
489.5,5,0,-0.0119085,70,5.2,340
490.5,5.6,-2.2,-2.00883,58,5.7,360
491.5,5.6,-2.2,-2.00883,58,5.2,310
492.5,5.6,-2.2,-2.00883,58,4.1,320
493.5,5.6,-2.8,-2.72529,55,3.1,290
494.5,5,-1.7,-1.67037,62,5.7,320
495.5,5,-2.2,-2.1145,60,6.2,310
496.5,4.4,-2.2,-2.23788,62,6.7,310
497.5,3.9,-1.7,-1.66299,67,6.7,330
498.5,3.3,-2.8,-2.64429,65,7.2,320
499.5,2.8,-3.9,-3.75162,62,8.2,330
500.5,2.2,-3.3,-3.28587,67,6.2,320
501.5,2.2,-2.8,-2.6981,70,5.7,330
502.5,1.7,-2.8,-2.61435,73,5.2,330
503.5,1.7,-2.2,-2.07093,76,4.1,310
504.5,1.1,-2.2,-2.13004,79,5.2,310
505.5,1.1,-2.2,-2.13004,79,4.6,300
506.5,1.1,-2.2,-2.13004,79,5.2,330
507.5,0.6,-2.2,-2.11382,82,4.6,310
508.5,1.1,-2.2,-2.13004,79,4.6,300
509.5,1.1,-1.7,-1.62515,82,4.1,310
510.5,1.1,-2.2,-2.13004,79,4.1,300
511.5,1.1,-2.2,-2.13004,79,4.1,300
512.5,1.1,-2.2,-2.13004,79,4.6,300
513.5,2.2,-4.4,-4.31942,62,6.2,310
514.5,2.2,-4.4,-4.31942,62,6.2,310
515.5,2.8,-6.7,-6.58475,50,4.6,300
516.5,3.9,-5.6,-5.30889,51,5.7,250
517.5,4.4,-5,-4.84631,51,6.2,260
518.5,5,-6.7,-6.53385,43,7.7,290
519.5,5,-7.8,-7.47141,40,7.2,290
520.5,3.9,-6.7,-6.37842,47,5.2,280
521.5,1.7,-6.1,-5.8984,57,4.1,280
522.5,1.1,-5,-4.94235,64,3.6,220
523.5,0.6,-5.6,-5.41739,64,3.1,210
524.5,0,-5.6,-5.38685,67,4.1,210
525.5,-0.6,-6.1,-5.95999,67,4.1,220
526.5,0.6,-5.6,-5.41739,64,4.6,230
527.5,0,-5.6,-5.38685,67,3.1,250
