,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","DC array power | (W)","Diffuse irradiance | (W/m2)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 1, 12:00 am",0,-5.2,0,0,0,0,0,-5.2,0,0,1,0,0,11.6
"Jan 1, 01:00 am",0,-5.5,0,0,0,0,0,-5.5,0,0,1,0,0,11.6
"Jan 1, 02:00 am",0,-5.8,0,0,0,0,0,-5.8,0,0,1,0,0,9
"Jan 1, 03:00 am",0,-6.2,0,0,0,0,0,-6.2,0,0,1,0,0,9
"Jan 1, 04:00 am",0,-6.3,0,0,0,0,0,-6.3,0,0,1,0,0,9
"Jan 1, 05:00 am",0,-6.3,0,0,0,0,0,-6.3,0,0,1,0,0,6.7
"Jan 1, 06:00 am",0,-6.4,0,0,0,0,0,-6.4,0,0,1,0,0,6.7
"Jan 1, 07:00 am",0,-6.3,0,0,0,0,0,-6.3,0,0,1,0,0,6.7
"Jan 1, 08:00 am",427.798,-6.2,74.0014,320,459.218,32,56,-5.12691,135.152,0.427798,1,2,117.039,5.8
"Jan 1, 09:00 am",1171.27,-6.1,63.3172,460,1221.87,97,198,-1.29309,331.742,1.17127,1,1,316.407,5.8
"Jan 1, 10:00 am",1376.21,-4,53.8353,397,1432.99,116,248,2.01112,383.212,1.37621,1,1,376.279,5.8
"Jan 1, 11:00 am",1666.97,-1.9,47.0251,397,1733.2,164,325,6.05743,467.077,1.66697,1,1,463.055,5.4
"Jan 1, 12:00 pm",839.291,0.2,44.1633,87,880.697,153,191,3.90158,233.811,0.839291,1,1,233.125,5.4
"Jan 1, 01:00 pm",2289.94,1.1,45.9981,672,2379.1,152,432,12.4598,659.914,2.28994,1,1,653.681,5.4
"Jan 1, 02:00 pm",1877.44,2,52.0325,725,1951.01,76,332,15.1152,553.483,1.87744,1,1,542.451,3.3
"Jan 1, 03:00 pm",1410.34,2.8,61.0215,728,1468.19,50,231,12.6033,424.669,1.41034,1,1,403.656,3.3
"Jan 1, 04:00 pm",540.057,2.2,71.813,389,574.048,33,76,5.67749,173.355,0.540057,1,1,153.116,3.3
"Jan 1, 05:00 pm",0,1.6,78.3784,39,20.7216,0,1,0.222984,7.85644,0,1,3,5.40016,1.9
"Jan 1, 06:00 pm",0,1,0,0,0,0,0,1,0,0,1,0,0,1.9
"Jan 1, 07:00 pm",0,0.5,0,0,0,0,0,0.5,0,0,1,0,0,1.9
"Jan 1, 08:00 pm",0,0.1,0,0,0,0,0,0.1,0,0,1,0,0,4.4
"Jan 1, 09:00 pm",0,-0.4,0,0,0,0,0,-0.4,0,0,1,0,0,4.4
"Jan 1, 10:00 pm",0,-0.8,0,0,0,0,0,-0.8,0,0,1,0,0,4.4
"Jan 1, 11:00 pm",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,3.5
"Jan 2, 12:00 am",0,-1.5,0,0,0,0,0,-1.5,0,0,1,0,0,3.5
"Jan 2, 01:00 am",0,-1.6,0,0,0,0,0,-1.6,0,0,1,0,0,3.5
"Jan 2, 02:00 am",0,-1.7,0,0,0,0,0,-1.7,0,0,1,0,0,5.7
"Jan 2, 03:00 am",0,-1.8,0,0,0,0,0,-1.8,0,0,1,0,0,5.7
"Jan 2, 04:00 am",0,-2.7,0,0,0,0,0,-2.7,0,0,1,0,0,5.7
"Jan 2, 05:00 am",0,-3.6,0,0,0,0,0,-3.6,0,0,1,0,0,6.3
"Jan 2, 06:00 am",0,-4.5,0,0,0,0,0,-4.5,0,0,1,0,0,6.3
"Jan 2, 07:00 am",0,-4.7,0,0,0,0,0,-4.7,0,0,1,0,0,6.3
"Jan 2, 08:00 am",336.11,-4.9,74.04,356,365.516,9,36,-4.23253,113.679,0.33611,1,2,93.5017,6.3
"Jan 2, 09:00 am",1374.57,-5.1,63.3442,726,1431.3,51,210,0.568725,397.79,1.37457,1,1,373.548,6.3
"Jan 2, 10:00 am",2050.59,-3.5,53.8333,845,2130.51,59,341,5.70038,583.082,2.0506,1,1,568.328,6.3
"Jan 2, 11:00 am",2441.73,-1.9,46.9852,897,2537.05,65,430,10.4408,699.942,2.44173,1,1,690.887,5.6
"Jan 2, 12:00 pm",2497.74,-0.4,44.0819,804,2595.38,103,454,12.4697,719.435,2.49774,1,1,713.136,5.6
"Jan 2, 01:00 pm",1912.26,0.7,45.8837,529,1987.08,139,361,10.4163,545.921,1.91226,1,1,541.062,5.6
"Jan 2, 02:00 pm",2033.03,1.7,51.9004,719,2112.29,110,365,11.6232,589.055,2.03303,1,1,578.226,5.9
"Jan 2, 03:00 pm",1133.57,2.8,60.8838,469,1183.07,77,194,8.21159,332.461,1.13357,1,1,319.044,5.9
"Jan 2, 04:00 pm",555.696,2.4,71.6773,357,590.054,46,86,4.65319,175.161,0.555696,1,1,156.694,5.9
"Jan 2, 05:00 pm",1.22239,2,78.3365,38,23.9177,1,2,1.24345,8.65207,0.00122239,1,3,6.25997,8.8
"Jan 2, 06:00 pm",0,1.6,0,0,0,0,0,1.6,0,0,1,0,0,8.8
"Jan 2, 07:00 pm",0,0.8,0,0,0,0,0,0.8,0,0,1,0,0,8.8
"Jan 2, 08:00 pm",0,0,0,0,0,0,0,0,0,0,1,0,0,7.4
"Jan 2, 09:00 pm",0,-0.8,0,0,0,0,0,-0.8,0,0,1,0,0,7.4
"Jan 2, 10:00 pm",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,7.4
"Jan 2, 11:00 pm",0,-1.4,0,0,0,0,0,-1.4,0,0,1,0,0,8.3
"Jan 3, 12:00 am",0,-1.8,0,0,0,0,0,-1.8,0,0,1,0,0,8.3
"Jan 3, 01:00 am",0,-1.9,0,0,0,0,0,-1.9,0,0,1,0,0,8.3
"Jan 3, 02:00 am",0,-2,0,0,0,0,0,-2,0,0,1,0,0,6.1
"Jan 3, 03:00 am",0,-2.1,0,0,0,0,0,-2.1,0,0,1,0,0,6.1
"Jan 3, 04:00 am",0,-3,0,0,0,0,0,-3,0,0,1,0,0,6.1
"Jan 3, 05:00 am",0,-3.9,0,0,0,0,0,-3.9,0,0,1,0,0,5.1
"Jan 3, 06:00 am",0,-4.8,0,0,0,0,0,-4.8,0,0,1,0,0,5.1
"Jan 3, 07:00 am",0,-4.8,0,0,0,0,0,-4.8,0,0,1,0,0,5.1
"Jan 3, 08:00 am",25.3391,-4.8,74.0777,0,48.4838,13,13,-6.06604,12.3093,0.0253391,1,2,12.3093,4.9
"Jan 3, 09:00 am",202.95,-4.9,63.3656,0,229.565,60,60,-5.23586,58.4821,0.20295,1,1,58.4821,4.9
"Jan 3, 10:00 am",186.131,-4.9,53.8249,0,212.406,57,57,-5.2434,54.1089,0.186131,1,1,54.1089,4.9
"Jan 3, 11:00 am",248.061,-4.9,46.9382,0,275.604,74,74,-4.90528,70.306,0.248061,1,1,70.306,15
"Jan 3, 12:00 pm",258.897,-4.8,43.9931,0,286.665,77,77,-4.77193,73.168,0.258897,1,1,73.168,15
"Jan 3, 01:00 pm",263.089,-5.2,45.7626,0,290.945,78,78,-5.16184,74.1411,0.263089,1,1,74.1411,15
"Jan 3, 02:00 pm",375.235,-5.6,51.7629,0,405.491,105,105,-5.24522,103.295,0.375235,1,1,103.295,12.8
"Jan 3, 03:00 pm",358.774,-6,60.7418,12,388.671,92,95,-5.67632,99.1753,0.358774,1,1,98.8352,12.8
"Jan 3, 04:00 pm",397.755,-6.9,71.5384,140,428.507,53,69,-6.40083,115.841,0.397755,1,1,108.642,12.8
"Jan 3, 05:00 pm",0,-7.8,78.2948,16,16.6269,2,2,-8.53258,5.18571,0,1,3,4.17903,11.3
"Jan 3, 06:00 pm",0,-8.8,0,0,0,0,0,-8.8,0,0,1,0,0,11.3
"Jan 3, 07:00 pm",0,-9.4,0,0,0,0,0,-9.4,0,0,1,0,0,11.3
"Jan 3, 08:00 pm",0,-10.1,0,0,0,0,0,-10.1,0,0,1,0,0,11.5
"Jan 3, 09:00 pm",0,-10.7,0,0,0,0,0,-10.7,0,0,1,0,0,11.5
"Jan 3, 10:00 pm",0,-11.2,0,0,0,0,0,-11.2,0,0,1,0,0,11.5
"Jan 3, 11:00 pm",0,-11.6,0,0,0,0,0,-11.6,0,0,1,0,0,8.7
"Jan 4, 12:00 am",0,-12,0,0,0,0,0,-12,0,0,1,0,0,8.7
"Jan 4, 01:00 am",0,-12.2,0,0,0,0,0,-12.2,0,0,1,0,0,8.7
"Jan 4, 02:00 am",0,-12.4,0,0,0,0,0,-12.4,0,0,1,0,0,8.4
"Jan 4, 03:00 am",0,-12.6,0,0,0,0,0,-12.6,0,0,1,0,0,8.4
"Jan 4, 04:00 am",0,-12.8,0,0,0,0,0,-12.8,0,0,1,0,0,8.4
"Jan 4, 05:00 am",0,-13,0,0,0,0,0,-13,0,0,1,0,0,7.1
"Jan 4, 06:00 am",0,-13.2,0,0,0,0,0,-13.2,0,0,1,0,0,7.1
"Jan 4, 07:00 am",0,-13.2,0,0,0,0,0,-13.2,0,0,1,0,0,7.1
"Jan 4, 08:00 am",45.9537,-13.2,74.1143,0,69.4867,18,18,-14.3552,17.0615,0.0459538,1,2,17.0615,5
"Jan 4, 09:00 am",1413.4,-13.2,63.3813,727,1471.35,50,210,-6.84447,396.693,1.4134,1,1,372.362,5
"Jan 4, 10:00 am",2119.68,-11.5,53.8099,846,2202.21,61,344,-0.780541,586.24,2.11968,1,1,571.495,5
"Jan 4, 11:00 am",2386.13,-9.8,46.884,878,2479.16,56,416,8.00155,676.744,2.38613,1,1,667.956,2.5
"Jan 4, 12:00 pm",2526.01,-8,43.897,895,2624.83,58,452,11.2135,724.126,2.52601,1,1,717.229,2.5
"Jan 4, 01:00 pm",2401.29,-6.6,45.6348,840,2494.95,74,429,11.8624,691.247,2.40129,1,1,683.698,2.5
"Jan 4, 02:00 pm",1985.04,-5.2,51.6198,779,2062.52,61,341,9.43866,570.679,1.98504,1,1,559.2,2.8
"Jan 4, 03:00 pm",1491.82,-3.7,60.5957,740,1552.27,52,241,7.22388,437.59,1.49182,1,1,416.814,2.8
"Jan 4, 04:00 pm",693.805,-4.3,71.3965,535,731.503,32,95,0.675809,218.342,0.693805,1,1,190.998,2.8
"Jan 4, 05:00 pm",13.0796,-4.9,78.2534,65,35.9952,0,2,-5.88389,13.233,0.0130796,1,3,9.14544,3.6
"Jan 4, 06:00 pm",0,-5.4,0,0,0,0,0,-5.4,0,0,1,0,0,3.6
"Jan 4, 07:00 pm",0,-5.8,0,0,0,0,0,-5.8,0,0,1,0,0,3.6
"Jan 4, 08:00 pm",0,-6.1,0,0,0,0,0,-6.1,0,0,1,0,0,6.6
"Jan 4, 09:00 pm",0,-6.5,0,0,0,0,0,-6.5,0,0,1,0,0,6.6
"Jan 4, 10:00 pm",0,-6.8,0,0,0,0,0,-6.8,0,0,1,0,0,6.6
