,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","DC array power | (W)","Diffuse irradiance | (W/m2)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 1, 12:00 am",0,-9.5,0,0,0,0,0,-9.5,0,0,1,0,0,8.8
"Jan 1, 01:00 am",0,-9.9,0,0,0,0,0,-9.9,0,0,1,0,0,8.8
"Jan 1, 02:00 am",0,-10.2,0,0,0,0,0,-10.2,0,0,1,0,0,8.6
"Jan 1, 03:00 am",0,-10.5,0,0,0,0,0,-10.5,0,0,1,0,0,8.6
"Jan 1, 04:00 am",0,-10.9,0,0,0,0,0,-10.9,0,0,1,0,0,8.6
"Jan 1, 05:00 am",0,-11.3,0,0,0,0,0,-11.3,0,0,1,0,0,10.3
"Jan 1, 06:00 am",0,-11.7,0,0,0,0,0,-11.7,0,0,1,0,0,10.3
"Jan 1, 07:00 am",0.164202,-11.5,78.1841,33,22.8399,1,2,-12.314,7.72716,0.000164202,1,2,5.65381,10.3
"Jan 1, 08:00 am",571.39,-11.3,71.3587,265,606.119,58,89,-10.0371,164.94,0.57139,1,1,151.418,8.7
"Jan 1, 09:00 am",966.198,-11.2,60.597,239,1011,117,177,-8.48359,260.867,0.966198,1,1,254.156,8.7
"Jan 1, 10:00 am",283.972,-10.9,51.6714,0,312.266,81,81,-10.645,77.818,0.283972,1,1,77.818,8.7
"Jan 1, 11:00 am",247.033,-10.7,45.7465,0,274.555,72,72,-10.7174,68.4003,0.247033,1,1,68.4003,11.2
"Jan 1, 12:00 pm",918.769,-10.5,44.0657,59,962.283,185,211,-8.49137,242.364,0.918769,1,1,241.902,11.2
"Jan 1, 01:00 pm",593.465,-10.5,47.0886,11,628.719,149,153,-9.38626,157.589,0.593465,1,1,157.477,11.2
"Jan 1, 02:00 pm",1505.7,-10.6,54.0271,410,1566.6,129,264,-6.351,404.533,1.5057,1,1,397.269,10.1
"Jan 1, 03:00 pm",660.227,-10.7,63.5965,170,697.097,85,121,-9.1049,180.567,0.660227,1,1,174.803,10.1
"Jan 1, 04:00 pm",350.583,-11.3,74.167,209,380.301,33,49,-10.7741,106.621,0.350583,1,3,94.7234,10.1
"Jan 1, 05:00 pm",0,-11.9,0,0,0,0,0,-11.9,0,0,1,0,0,10.2
"Jan 1, 06:00 pm",0,-12.5,0,0,0,0,0,-12.5,0,0,1,0,0,10.2
"Jan 1, 07:00 pm",0,-12.9,0,0,0,0,0,-12.9,0,0,1,0,0,10.2
"Jan 1, 08:00 pm",0,-13.3,0,0,0,0,0,-13.3,0,0,1,0,0,10.8
"Jan 1, 09:00 pm",0,-13.8,0,0,0,0,0,-13.8,0,0,1,0,0,10.8
"Jan 1, 10:00 pm",0,-14.3,0,0,0,0,0,-14.3,0,0,1,0,0,10.8
"Jan 1, 11:00 pm",0,-14.9,0,0,0,0,0,-14.9,0,0,1,0,0,8.5
"Jan 2, 12:00 am",0,-15.4,0,0,0,0,0,-15.4,0,0,1,0,0,8.5
"Jan 2, 01:00 am",0,-15.2,0,0,0,0,0,-15.2,0,0,1,0,0,8.5
"Jan 2, 02:00 am",0,-15.1,0,0,0,0,0,-15.1,0,0,1,0,0,7.4
"Jan 2, 03:00 am",0,-14.9,0,0,0,0,0,-14.9,0,0,1,0,0,7.4
"Jan 2, 04:00 am",0,-15.1,0,0,0,0,0,-15.1,0,0,1,0,0,7.4
"Jan 2, 05:00 am",0,-15.3,0,0,0,0,0,-15.3,0,0,1,0,0,7.1
"Jan 2, 06:00 am",0,-15.5,0,0,0,0,0,-15.5,0,0,1,0,0,7.1
"Jan 2, 07:00 am",0,-15.8,78.2281,30,21.3971,1,2,-16.749,7.09032,0,1,2,5.20437,7.1
"Jan 2, 08:00 am",572.483,-16.2,71.4008,245,607.238,61,89,-14.5663,161.499,0.572483,1,1,148.975,5.4
"Jan 2, 09:00 am",239.961,-16.6,60.6162,0,267.336,67,67,-16.5445,65.0758,0.239961,1,1,65.0758,5.4
"Jan 2, 10:00 am",206.683,-15.6,51.659,0,233.375,60,60,-15.8467,56.9652,0.206683,1,1,56.9652,5.4
"Jan 2, 11:00 am",255.111,-14.6,45.6941,0,282.8,73,73,-14.6622,69.3535,0.255111,1,1,69.3535,2.4
"Jan 2, 12:00 pm",405.368,-13.6,43.9727,0,436.288,111,111,-12.5395,107.902,0.405368,1,1,107.902,2.4
"Jan 2, 01:00 pm",750.498,-13.2,46.9666,34,789.618,163,177,-9.4964,198.033,0.750498,1,1,197.69,2.4
"Jan 2, 02:00 pm",1016.47,-12.7,53.8914,184,1062.66,143,204,-6.72602,272.29,1.01647,1,1,269.063,2.5
"Jan 2, 03:00 pm",926.788,-12.3,63.4577,351,970.518,76,152,-6.46911,257.794,0.926788,1,1,245.992,2.5
"Jan 2, 04:00 pm",359.924,-12.7,74.1148,212,389.845,34,51,-10.9597,109.075,0.359924,1,3,97.0282,2.5
"Jan 2, 05:00 pm",0,-13.1,0,0,0,0,0,-13.1,0,0,1,0,0,2
"Jan 2, 06:00 pm",0,-13.5,0,0,0,0,0,-13.5,0,0,1,0,0,2
"Jan 2, 07:00 pm",0,-14,0,0,0,0,0,-14,0,0,1,0,0,2
"Jan 2, 08:00 pm",0,-14.4,0,0,0,0,0,-14.4,0,0,1,0,0,4.3
"Jan 2, 09:00 pm",0,-14.9,0,0,0,0,0,-14.9,0,0,1,0,0,4.3
"Jan 2, 10:00 pm",0,-15.2,0,0,0,0,0,-15.2,0,0,1,0,0,4.3
"Jan 2, 11:00 pm",0,-15.4,0,0,0,0,0,-15.4,0,0,1,0,0,7
"Jan 3, 12:00 am",0,-15.7,0,0,0,0,0,-15.7,0,0,1,0,0,7
"Jan 3, 01:00 am",0,-15.6,0,0,0,0,0,-15.6,0,0,1,0,0,7
"Jan 3, 02:00 am",0,-15.5,0,0,0,0,0,-15.5,0,0,1,0,0,7.4
"Jan 3, 03:00 am",0,-15.3,0,0,0,0,0,-15.3,0,0,1,0,0,7.4
"Jan 3, 04:00 am",0,-14.4,0,0,0,0,0,-14.4,0,0,1,0,0,7.4
"Jan 3, 05:00 am",0,-13.4,0,0,0,0,0,-13.4,0,0,1,0,0,9.3
"Jan 3, 06:00 am",0,-12.5,0,0,0,0,0,-12.5,0,0,1,0,0,9.3
"Jan 3, 07:00 am",0,-12.2,78.2717,9,9.04846,1,1,-13.0622,2.79928,0,1,2,2.23318,9.3
"Jan 3, 08:00 am",311.188,-11.9,71.438,71,340.06,52,60,-11.7229,88.0135,0.311188,1,1,84.3782,10.5
"Jan 3, 09:00 am",131.688,-11.6,60.6295,0,156.877,41,41,-11.9704,38.887,0.131688,1,1,38.887,10.5
"Jan 3, 10:00 am",644.646,-10.7,51.6399,32,681.135,141,152,-9.48963,171.007,0.644646,1,1,170.535,10.5
"Jan 3, 11:00 am",257.182,-9.8,45.6345,0,284.914,75,75,-9.74475,71.26,0.257182,1,1,71.26,12.9
"Jan 3, 12:00 pm",610.766,-8.8,43.8724,6,646.436,158,161,-7.81724,162.995,0.610767,1,1,162.949,12.9
"Jan 3, 01:00 pm",734.945,-7.8,46.8381,28,773.672,173,184,-6.41997,196.417,0.734945,1,1,196.138,12.9
"Jan 3, 02:00 pm",1061.97,-6.8,53.7505,209,1109.43,143,213,-4.35441,287.285,1.06197,1,1,283.659,12.3
"Jan 3, 03:00 pm",1137.48,-5.8,63.3149,496,1187.1,74,183,-2.92637,321.848,1.13748,1,1,305.316,12.3
"Jan 3, 04:00 pm",419.655,-5.5,74.0624,331,450.893,27,53,-4.67847,133.904,0.419655,1,3,115.13,12.3
"Jan 3, 05:00 pm",0,-5.3,0,0,0,0,0,-5.3,0,0,1,0,0,10.8
"Jan 3, 06:00 pm",0,-5,0,0,0,0,0,-5,0,0,1,0,0,10.8
"Jan 3, 07:00 pm",0,-5.2,0,0,0,0,0,-5.2,0,0,1,0,0,10.8
"Jan 3, 08:00 pm",0,-5.4,0,0,0,0,0,-5.4,0,0,1,0,0,12.1
