,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","DC array power | (W)","Diffuse irradiance | (W/m2)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 1, 12:00 am",0,-14.4,0,0,0,0,0,-14.4,0,0,1,0,0,10.4
"Jan 1, 01:00 am",0,-13.9,0,0,0,0,0,-13.9,0,0,1,0,0,10.4
"Jan 1, 02:00 am",0,-14,0,0,0,0,0,-14,0,0,1,0,0,10.4
"Jan 1, 03:00 am",0,-14.1,0,0,0,0,0,-14.1,0,0,1,0,0,9.5
"Jan 1, 04:00 am",0,-14.3,0,0,0,0,0,-14.3,0,0,1,0,0,9.5
"Jan 1, 05:00 am",0,-15,0,0,0,0,0,-15,0,0,1,0,0,9.5
"Jan 1, 06:00 am",0,-15.8,0,0,0,0,0,-15.8,0,0,1,0,0,11.3
"Jan 1, 07:00 am",58.2323,-16.6,76.7277,101,81.9984,3,7,-17.137,26.097,0.0582323,1,2,19.9139,11.3
"Jan 1, 08:00 am",793.825,-16.2,68.7192,418,834.052,51,112,-14.4486,223.556,0.793825,1,1,204.715,11.3
"Jan 1, 09:00 am",1620.81,-15.9,58.5495,663,1685.49,63,244,-10.4509,436.596,1.62081,1,1,420.36,8.1
"Jan 1, 10:00 am",2023.23,-15.5,50.5341,642,2102.12,94,328,-8.40245,537.312,2.02323,1,1,528.63,8.1
"Jan 1, 11:00 am",1902.11,-14.3,45.8654,451,1976.56,148,334,-7.61232,502.79,1.90211,1,1,498.655,8.1
"Jan 1, 12:00 pm",1976.8,-13.1,45.5946,491,2053.97,142,346,-6.22607,525.526,1.9768,1,1,521.129,8.3
"Jan 1, 01:00 pm",1453.3,-11.9,49.7941,319,1512.51,150,269,-6.99196,386.614,1.4533,1,1,382.549,8.3
"Jan 1, 02:00 pm",1186.17,-11.8,57.4853,348,1237.21,102,202,-7.96813,319.594,1.18617,1,1,311.676,8.3
"Jan 1, 03:00 pm",757.02,-11.8,67.4585,343,796.306,60,116,-8.89379,214.337,0.75702,1,1,199.852,5.9
"Jan 1, 04:00 pm",68.6008,-11.8,76.0726,127,92.5647,0,6,-12.3113,30.5679,0.0686008,1,3,22.9138,5.9
"Jan 1, 05:00 pm",0,-12.1,0,0,0,0,0,-12.1,0,0,1,0,0,5.9
"Jan 1, 06:00 pm",0,-12.5,0,0,0,0,0,-12.5,0,0,1,0,0,6.5
"Jan 1, 07:00 pm",0,-12.8,0,0,0,0,0,-12.8,0,0,1,0,0,6.5
