,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","DC array power | (W)","Diffuse irradiance | (W/m2)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 1, 12:00 am",0,5.7,0,0,0,0,0,5.7,0,0,1,0,0,8.4
"Jan 1, 01:00 am",0,5.9,0,0,0,0,0,5.9,0,0,1,0,0,8.4
"Jan 1, 02:00 am",0,5.8,0,0,0,0,0,5.8,0,0,1,0,0,8.4
"Jan 1, 03:00 am",0,5.8,0,0,0,0,0,5.8,0,0,1,0,0,12.1
"Jan 1, 04:00 am",0,5.7,0,0,0,0,0,5.7,0,0,1,0,0,12.1
"Jan 1, 05:00 am",0,6.1,0,0,0,0,0,6.1,0,0,1,0,0,12.1
"Jan 1, 06:00 am",0,6.4,0,0,0,0,0,6.4,0,0,1,0,0,7.3
"Jan 1, 07:00 am",0,6.7,0,0,0,0,0,6.7,0,0,1,0,0,7.3
"Jan 1, 08:00 am",243.544,7.1,74.0145,240,270.994,11,25,7.32548,86.3898,0.243544,1,2,72.7992,7.3
"Jan 1, 09:00 am",794.017,7.4,65.1813,333,834.249,72,128,10.3794,239.518,0.794017,1,1,227.121,6.3
"Jan 1, 10:00 am",626.556,7.8,57.1381,101,662.606,108,135,9.99007,182.326,0.626556,1,1,180.083,6.3
"Jan 1, 11:00 am",264.32,7.7,51.9262,0,292.202,81,81,8.03826,78.7401,0.26432,1,1,78.7401,6.3
"Jan 1, 12:00 pm",168.453,7.5,50.4571,0,194.372,55,55,7.27597,52.2044,0.168453,1,1,52.2044,7.5
"Jan 1, 01:00 pm",301.995,7.4,53.0469,0,330.67,90,90,7.71629,88.9814,0.301995,1,1,88.9814,7.5
"Jan 1, 02:00 pm",178.184,7,59.1581,0,204.298,57,57,6.8223,54.7627,0.178184,1,1,54.7627,7.5
"Jan 1, 03:00 pm",193.232,6.7,67.8155,0,219.65,55,55,6.54012,58.806,0.193232,1,1,58.806,6.9
"Jan 1, 04:00 pm",0,6.4,75.4484,0,18.2047,5,5,5.36617,4.84923,0,1,3,4.84923,6.9
"Jan 1, 05:00 pm",0,6.2,0,0,0,0,0,6.2,0,0,1,0,0,6.9
"Jan 1, 06:00 pm",0,6.1,0,0,0,0,0,6.1,0,0,1,0,0,6.8
"Jan 1, 07:00 pm",0,6,0,0,0,0,0,6,0,0,1,0,0,6.8
"Jan 1, 08:00 pm",0,5.8,0,0,0,0,0,5.8,0,0,1,0,0,6.8
"Jan 1, 09:00 pm",0,5.6,0,0,0,0,0,5.6,0,0,1,0,0,7
"Jan 1, 10:00 pm",0,5.4,0,0,0,0,0,5.4,0,0,1,0,0,7
"Jan 1, 11:00 pm",0,5.4,0,0,0,0,0,5.4,0,0,1,0,0,7
"Jan 2, 12:00 am",0,5.5,0,0,0,0,0,5.5,0,0,1,0,0,9.6
"Jan 2, 01:00 am",0,5.5,0,0,0,0,0,5.5,0,0,1,0,0,9.6
"Jan 2, 02:00 am",0,5.3,0,0,0,0,0,5.3,0,0,1,0,0,9.6
"Jan 2, 03:00 am",0,5.1,0,0,0,0,0,5.1,0,0,1,0,0,11.9
"Jan 2, 04:00 am",0,4.9,0,0,0,0,0,4.9,0,0,1,0,0,11.9
"Jan 2, 05:00 am",0,5,0,0,0,0,0,5,0,0,1,0,0,11.9
"Jan 2, 06:00 am",0,5,0,0,0,0,0,5,0,0,1,0,0,8.7
"Jan 2, 07:00 am",0,5.1,0,0,0,0,0,5.1,0,0,1,0,0,8.7
"Jan 2, 08:00 am",122.268,5.2,74.0462,75,147.271,14,18,4.80026,43.3855,0.122268,1,2,39.1338,8.7
"Jan 2, 09:00 am",795.251,5.2,65.1896,318,835.514,75,129,7.57197,236.536,0.795251,1,1,224.691,8.5
"Jan 2, 10:00 am",121.216,5.3,57.117,0,146.199,41,41,5.02188,38.8859,0.121216,1,1,38.8859,8.5
"Jan 2, 11:00 am",159.646,5.5,51.8701,0,185.389,52,52,5.20773,49.349,0.159646,1,1,49.349,8.5
"Jan 2, 12:00 pm",170.084,5.6,50.3663,0,196.036,55,55,5.30235,52.2044,0.170084,1,1,52.2044,6.3
"Jan 2, 01:00 pm",148.982,5.8,52.9298,0,174.513,49,49,5.40902,46.4941,0.148982,1,1,46.4941,6.3
"Jan 2, 02:00 pm",1166.18,5.5,59.0264,372,1216.63,114,204,10.1469,340.294,1.16618,1,1,330.884,6.3
"Jan 2, 03:00 pm",692.11,5.2,67.679,379,729.766,46,99,7.98968,212.803,0.69211,1,1,196.609,6.4
"Jan 2, 04:00 pm",71.3313,4.8,75.4014,111,95.3475,4,9,4.35329,31.8566,0.0713313,1,3,25.2878,6.4
"Jan 2, 05:00 pm",0,4.7,0,0,0,0,0,4.7,0,0,1,0,0,6.4
"Jan 2, 06:00 pm",0,4.5,0,0,0,0,0,4.5,0,0,1,0,0,3.8
"Jan 2, 07:00 pm",0,4.3,0,0,0,0,0,4.3,0,0,1,0,0,3.8
"Jan 2, 08:00 pm",0,4.4,0,0,0,0,0,4.4,0,0,1,0,0,3.8
"Jan 2, 09:00 pm",0,4.5,0,0,0,0,0,4.5,0,0,1,0,0,2.6
"Jan 2, 10:00 pm",0,4.5,0,0,0,0,0,4.5,0,0,1,0,0,2.6
"Jan 2, 11:00 pm",0,4.5,0,0,0,0,0,4.5,0,0,1,0,0,2.6
"Jan 3, 12:00 am",0,4.5,0,0,0,0,0,4.5,0,0,1,0,0,3.5
"Jan 3, 01:00 am",0,4.5,0,0,0,0,0,4.5,0,0,1,0,0,3.5
"Jan 3, 02:00 am",0,4.2,0,0,0,0,0,4.2,0,0,1,0,0,3.5
"Jan 3, 03:00 am",0,3.9,0,0,0,0,0,3.9,0,0,1,0,0,2.7
"Jan 3, 04:00 am",0,3.6,0,0,0,0,0,3.6,0,0,1,0,0,2.7
"Jan 3, 05:00 am",0,3.5,0,0,0,0,0,3.5,0,0,1,0,0,2.7
"Jan 3, 06:00 am",0,3.5,0,0,0,0,0,3.5,0,0,1,0,0,1.6
"Jan 3, 07:00 am",0,3.5,0,0,0,0,0,3.5,0,0,1,0,0,1.6
"Jan 3, 08:00 am",79.1402,3.8,74.0768,46,103.306,13,16,2.44313,29.7866,0.0791402,1,2,27.1762,1.6
"Jan 3, 09:00 am",62.4472,4,65.1917,0,86.2935,24,24,2.82699,22.7378,0.0624472,1,1,22.7378,3.7
"Jan 3, 10:00 am",174.991,4.3,57.0891,0,201.042,56,56,3.8276,53.1999,0.174991,1,1,53.1999,3.7
"Jan 3, 11:00 am",692.702,4.6,51.8067,80,730.373,134,160,7.57204,197.612,0.692702,1,1,196.416,3.7
"Jan 3, 12:00 pm",170.518,4.9,50.2682,0,196.479,55,55,4.77715,52.2044,0.170518,1,1,52.2044,7.9
"Jan 3, 01:00 pm",284.256,5.3,52.8061,0,312.557,85,85,5.50956,83.308,0.284256,1,1,83.308,7.9
"Jan 3, 02:00 pm",110.752,5.4,58.8892,0,135.531,38,38,4.93396,36.0347,0.110752,1,1,36.0347,7.9
"Jan 3, 03:00 pm",196.95,5.5,67.538,0,223.444,56,56,5.33281,59.511,0.19695,1,1,59.511,7.4
"Jan 3, 04:00 pm",0,5.6,75.354,0,17.8062,5,5,4.60558,4.72762,0,1,3,4.72762,7.4
"Jan 3, 05:00 pm",0,5.6,0,0,0,0,0,5.6,0,0,1,0,0,7.4
"Jan 3, 06:00 pm",0,5.7,0,0,0,0,0,5.7,0,0,1,0,0,10.1
"Jan 3, 07:00 pm",0,5.7,0,0,0,0,0,5.7,0,0,1,0,0,10.1
"Jan 3, 08:00 pm",0,5.7,0,0,0,0,0,5.7,0,0,1,0,0,10.1
"Jan 3, 09:00 pm",0,5.7,0,0,0,0,0,5.7,0,0,1,0,0,10.2
"Jan 3, 10:00 pm",0,5.7,0,0,0,0,0,5.7,0,0,1,0,0,10.2
"Jan 3, 11:00 pm",0,5.8,0,0,0,0,0,5.8,0,0,1,0,0,10.2
"Jan 4, 12:00 am",0,5.9,0,0,0,0,0,5.9,0,0,1,0,0,9.2
"Jan 4, 01:00 am",0,5.9,0,0,0,0,0,5.9,0,0,1,0,0,9.2
