,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","DC array power | (W)","Diffuse irradiance | (W/m2)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 1, 12:00 am",0,-2.2,0,0,0,0,0,-2.2,0,0,1,0,0,5.9
"Jan 1, 01:00 am",0,-2.3,0,0,0,0,0,-2.3,0,0,1,0,0,5.9
"Jan 1, 02:00 am",0,-2.3,0,0,0,0,0,-2.3,0,0,1,0,0,3.3
"Jan 1, 03:00 am",0,-2.4,0,0,0,0,0,-2.4,0,0,1,0,0,3.3
"Jan 1, 04:00 am",0,-2.3,0,0,0,0,0,-2.3,0,0,1,0,0,3.3
"Jan 1, 05:00 am",0,-2.3,0,0,0,0,0,-2.3,0,0,1,0,0,4.6
"Jan 1, 06:00 am",0,-2.3,80.0029,11,4.7253,0,0,-3.84603,1.90958,0,1,2,1.2107,4.6
"Jan 1, 07:00 am",480.117,-1.4,73.8794,388,512.721,31,69,0.25044,155.502,0.480117,1,1,133.633,4.6
"Jan 1, 08:00 am",1441.99,-0.6,61.8073,731,1500.84,55,247,4.83992,421.068,1.44199,1,1,398.881,7.6
"Jan 1, 09:00 am",2170.1,0.2,50.9833,847,2254.57,64,400,8.96448,621.872,2.1701,1,1,610.001,7.6
"Jan 1, 10:00 am",2616.62,1.9,42.4984,899,2719.29,70,509,12.8975,754.704,2.61662,1,1,748.606,7.6
"Jan 1, 11:00 am",2837.58,3.6,37.9811,919,2949.97,73,561,13.9533,819.975,2.83758,1,1,815.942,9.6
"Jan 1, 12:00 pm",2767.85,5.4,38.8492,914,2877.13,72,550,15.6361,806.196,2.76785,1,1,801.822,9.6
"Jan 1, 01:00 pm",2390.06,6,44.7896,840,2483.26,73,463,14.7861,696.427,2.39006,1,1,689.418,9.6
"Jan 1, 02:00 pm",1833.92,6.7,54.1502,777,1905.94,62,342,13.7822,540.66,1.83392,1,1,526.767,8.8
"Jan 1, 03:00 pm",1065.5,7.4,65.4583,627,1113.06,49,184,11.4035,328.112,1.0655,1,1,304.396,8.8
"Jan 1, 04:00 pm",183.994,6.3,75.8994,252,210.225,6,23,6.5545,71.4057,0.183994,1,3,56.2862,8.8
"Jan 1, 05:00 pm",0,5.1,0,0,0,0,0,5.1,0,0,1,0,0,9
"Jan 1, 06:00 pm",0,4,0,0,0,0,0,4,0,0,1,0,0,9
"Jan 1, 07:00 pm",0,3,0,0,0,0,0,3,0,0,1,0,0,9
"Jan 1, 08:00 pm",0,2,0,0,0,0,0,2,0,0,1,0,0,9.2
"Jan 1, 09:00 pm",0,1,0,0,0,0,0,1,0,0,1,0,0,9.2
"Jan 1, 10:00 pm",0,0.7,0,0,0,0,0,0.7,0,0,1,0,0,9.2
"Jan 1, 11:00 pm",0,0.4,0,0,0,0,0,0.4,0,0,1,0,0,7.9
"Jan 2, 12:00 am",0,0.2,0,0,0,0,0,0.2,0,0,1,0,0,7.9
"Jan 2, 01:00 am",0,0.3,0,0,0,0,0,0.3,0,0,1,0,0,7.9
"Jan 2, 02:00 am",0,0.5,0,0,0,0,0,0.5,0,0,1,0,0,8.2
"Jan 2, 03:00 am",0,0.6,0,0,0,0,0,0.6,0,0,1,0,0,8.2
"Jan 2, 04:00 am",0,1.2,0,0,0,0,0,1.2,0,0,1,0,0,8.2
"Jan 2, 05:00 am",0,1.8,0,0,0,0,0,1.8,0,0,1,0,0,5.9
"Jan 2, 06:00 am",0,2.3,80.0527,0,0,0,0,2.3,0,0,1,2,0,5.9
"Jan 2, 07:00 am",141.903,2.8,73.9436,0,167.294,41,41,2.2586,43.9745,0.141903,1,1,43.9745,5.9
"Jan 2, 08:00 am",165.045,3.3,61.8531,0,190.896,53,53,2.87419,50.3102,0.165045,1,1,50.3102,4.7
"Jan 2, 09:00 am",799.011,3.8,51.0018,65,839.371,173,199,6.98612,226.068,0.799011,1,1,225.155,4.7
"Jan 2, 10:00 am",1128.63,5,42.4778,100,1178,230,279,10.4565,321.49,1.12863,1,1,320.813,4.7
"Jan 2, 11:00 am",541.778,6.1,37.9119,0,575.809,159,159,9.53312,156.18,0.541778,1,1,156.18,2
"Jan 2, 12:00 pm",2275.65,7.3,38.7379,532,2364.25,227,506,24.576,689.036,2.27565,1,1,686.518,2
"Jan 2, 01:00 pm",534.918,8.2,44.6569,3,568.788,156,157,12.9725,156.661,0.534918,1,1,156.637,2
"Jan 2, 02:00 pm",351.895,9.2,54.012,0,381.642,106,106,10.1486,103.795,0.351895,1,1,103.795,4.5
"Jan 2, 03:00 pm",161.449,10.1,65.3221,0,187.229,53,53,9.84764,50.8532,0.161449,1,1,50.8532,4.5
"Jan 2, 04:00 pm",131.25,9.7,75.8496,104,156.43,15,22,9.29526,48.6168,0.13125,1,3,42.3853,4.5
"Jan 2, 05:00 pm",0,9.3,0,0,0,0,0,9.3,0,0,1,0,0,4.2
"Jan 2, 06:00 pm",0,8.9,0,0,0,0,0,8.9,0,0,1,0,0,4.2
"Jan 2, 07:00 pm",0,8.5,0,0,0,0,0,8.5,0,0,1,0,0,4.2
"Jan 2, 08:00 pm",0,8.1,0,0,0,0,0,8.1,0,0,1,0,0,6
"Jan 2, 09:00 pm",0,7.7,0,0,0,0,0,7.7,0,0,1,0,0,6
"Jan 2, 10:00 pm",0,7.9,0,0,0,0,0,7.9,0,0,1,0,0,6
"Jan 2, 11:00 pm",0,8.1,0,0,0,0,0,8.1,0,0,1,0,0,5.4
"Jan 3, 12:00 am",0,8.2,0,0,0,0,0,8.2,0,0,1,0,0,5.4
"Jan 3, 01:00 am",0,8.2,0,0,0,0,0,8.2,0,0,1,0,0,5.4
"Jan 3, 02:00 am",0,8.2,0,0,0,0,0,8.2,0,0,1,0,0,6.1
"Jan 3, 03:00 am",0,8.2,0,0,0,0,0,8.2,0,0,1,0,0,6.1
"Jan 3, 04:00 am",0,8.3,0,0,0,0,0,8.3,0,0,1,0,0,6.1
"Jan 3, 05:00 am",0,8.3,0,0,0,0,0,8.3,0,0,1,0,0,3.1
"Jan 3, 06:00 am",0,8.3,80.1027,0,0,0,0,8.3,0,0,1,2,0,3.1
"Jan 3, 07:00 am",29.6277,8.9,74.0038,0,52.8529,15,15,7.41971,14.2041,0.0296277,1,1,14.2041,3.1
"Jan 3, 08:00 am",285.745,9.5,61.894,0,314.077,86,86,9.78125,85.2817,0.285745,1,1,85.2817,5
"Jan 3, 09:00 am",700.256,10.1,51.0146,47,738.115,164,183,12.8415,203.809,0.700257,1,1,203.148,5
"Jan 3, 10:00 am",291.076,11.8,42.4505,0,319.52,92,92,12.4717,87.7959,0.291076,1,1,87.7959,5
"Jan 3, 11:00 am",302.44,13.5,37.8354,0,331.125,96,96,14.0114,91.6107,0.30244,1,1,91.6107,6
"Jan 3, 12:00 pm",341.785,15.3,38.6199,0,371.313,108,108,16.0513,103.674,0.341785,1,1,103.674,6
"Jan 3, 01:00 pm",431.061,16.3,44.5188,0,462.554,133,133,17.546,130.026,0.431061,1,1,130.026,6
"Jan 3, 02:00 pm",302.531,17.2,53.8699,0,331.218,96,96,17.6936,93.1696,0.302531,1,1,93.1696,8.7
"Jan 3, 03:00 pm",638.753,18.2,65.1833,212,675.099,92,139,20.1783,199.963,0.638753,1,1,192.07,8.7
"Jan 3, 04:00 pm",24.8137,17.6,75.8001,1,47.9485,14,14,17.0336,13.5071,0.0248137,1,3,13.4473,8.7
"Jan 3, 05:00 pm",0,16.9,0,0,0,0,0,16.9,0,0,1,0,0,7.5
"Jan 3, 06:00 pm",0,16.3,0,0,0,0,0,16.3,0,0,1,0,0,7.5
"Jan 3, 07:00 pm",0,15.9,0,0,0,0,0,15.9,0,0,1,0,0,7.5
"Jan 3, 08:00 pm",0,15.6,0,0,0,0,0,15.6,0,0,1,0,0,7.7
"Jan 3, 09:00 pm",0,15.2,0,0,0,0,0,15.2,0,0,1,0,0,7.7
"Jan 3, 10:00 pm",0,14.9,0,0,0,0,0,14.9,0,0,1,0,0,7.7
"Jan 3, 11:00 pm",0,14.6,0,0,0,0,0,14.6,0,0,1,0,0,7.3
"Jan 4, 12:00 am",0,14.3,0,0,0,0,0,14.3,0,0,1,0,0,7.3
"Jan 4, 01:00 am",0,14.1,0,0,0,0,0,14.1,0,0,1,0,0,7.3
"Jan 4, 02:00 am",0,13.8,0,0,0,0,0,13.8,0,0,1,0,0,6.7
"Jan 4, 03:00 am",0,13.5,0,0,0,0,0,13.5,0,0,1,0,0,6.7
"Jan 4, 04:00 am",0,13.3,0,0,0,0,0,13.3,0,0,1,0,0,6.7
"Jan 4, 05:00 am",0,13.2,0,0,0,0,0,13.2,0,0,1,0,0,6.7
"Jan 4, 06:00 am",0,13,80.1529,4,1.56915,0,0,11.8803,0.68408,0,1,2,0.430034,6.7
"Jan 4, 07:00 am",334.976,13.2,74.06,171,364.357,47,64,13.8852,110.446,0.334976,1,1,100.748,6.7
"Jan 4, 08:00 am",771.724,13.4,61.9299,216,811.384,111,168,16.6186,233.735,0.771724,1,1,227.128,5.5
"Jan 4, 09:00 am",683.454,13.6,51.0215,33,720.896,170,183,16.4133,202.075,0.683454,1,1,201.611,5.5
"Jan 4, 10:00 am",1092.77,15.1,42.4165,112,1141.1,226,281,20.1746,325.399,1.09277,1,1,324.645,5.5
"Jan 4, 11:00 am",468.202,16.7,37.7516,0,500.535,145,145,18.7492,141.476,0.468203,1,1,141.476,4.8
"Jan 4, 12:00 pm",291.925,18.2,38.4951,0,320.387,95,95,18.9306,90.6323,0.291925,1,1,90.6323,4.8
"Jan 4, 01:00 pm",451.013,18.5,44.3753,0,482.955,140,140,20.0858,137.345,0.451013,1,1,137.345,4.8
"Jan 4, 02:00 pm",175.416,18.7,53.724,0,201.475,60,60,18.8197,56.9653,0.175416,1,1,56.9653,2.7
"Jan 4, 03:00 pm",301.776,19,65.0419,21,330.446,81,86,19.844,94.6454,0.301776,1,1,93.8698,2.7
"Jan 4, 04:00 pm",10.8453,18.4,75.7511,0,33.7192,10,10,17.1943,9.46355,0.0108453,1,3,9.46355,2.7
"Jan 4, 05:00 pm",0,17.8,0,0,0,0,0,17.8,0,0,1,0,0,4.9
"Jan 4, 06:00 pm",0,17.3,0,0,0,0,0,17.3,0,0,1,0,0,4.9
"Jan 4, 07:00 pm",0,16.6,0,0,0,0,0,16.6,0,0,1,0,0,4.9
"Jan 4, 08:00 pm",0,16,0,0,0,0,0,16,0,0,1,0,0,3.3
"Jan 4, 09:00 pm",0,15.4,0,0,0,0,0,15.4,0,0,1,0,0,3.3
"Jan 4, 10:00 pm",0,14.3,0,0,0,0,0,14.3,0,0,1,0,0,3.3
"Jan 4, 11:00 pm",0,13.2,0,0,0,0,0,13.2,0,0,1,0,0,7.2
"Jan 5, 12:00 am",0,12.1,0,0,0,0,0,12.1,0,0,1,0,0,7.2
"Jan 5, 01:00 am",0,11.2,0,0,0,0,0,11.2,0,0,1,0,0,7.2
"Jan 5, 02:00 am",0,10.2,0,0,0,0,0,10.2,0,0,1,0,0,4.8
"Jan 5, 03:00 am",0,9.3,0,0,0,0,0,9.3,0,0,1,0,0,4.8
"Jan 5, 04:00 am",0,8.8,0,0,0,0,0,8.8,0,0,1,0,0,4.8
"Jan 5, 05:00 am",0,8.2,0,0,0,0,0,8.2,0,0,1,0,0,3.9
"Jan 5, 06:00 am",0,7.7,80.2031,0,0,0,0,7.7,0,0,1,2,0,3.9
"Jan 5, 07:00 am",90.7984,8.1,74.1122,0,115.189,31,31,7.12158,30.9169,0.0907984,1,1,30.9169,3.9
"Jan 5, 08:00 am",235.854,8.6,61.961,0,263.144,73,73,8.51822,71.0583,0.235854,1,1,71.0583,0.9
"Jan 5, 09:00 am",842.25,9,51.0225,95,883.734,175,213,15.215,247.156,0.84225,1,1,245.82,0.9
"Jan 5, 10:00 am",524.459,10.6,42.3757,0,558.086,157,157,14.7227,154.895,0.524459,1,1,154.895,0.9
"Jan 5, 11:00 am",327.884,12.2,37.6606,0,357.113,103,103,13.5399,98.5928,0.327884,1,1,98.5928,1.7
"Jan 5, 12:00 pm",791.314,13.8,38.3636,28,831.476,212,227,18.8755,235.28,0.791314,1,1,235.152,1.7
"Jan 5, 01:00 pm",252.346,14.3,44.2266,0,279.978,82,82,15.3893,77.9401,0.252346,1,1,77.9401,1.7
"Jan 5, 02:00 pm",481.164,14.7,53.5743,15,513.792,135,141,16.4473,143.969,0.481164,1,1,143.713,4.3
