,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","DC array power | (W)","Diffuse irradiance | (W/m2)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 1, 12:00 am",0,-6.5,0,0,0,0,0,-6.5,0,0,1,0,0,11.2
"Jan 1, 01:00 am",0,-6.7,0,0,0,0,0,-6.7,0,0,1,0,0,11.2
"Jan 1, 02:00 am",0,-6.8,0,0,0,0,0,-6.8,0,0,1,0,0,10.8
"Jan 1, 03:00 am",0,-6.9,0,0,0,0,0,-6.9,0,0,1,0,0,10.8
"Jan 1, 04:00 am",0,-6.6,0,0,0,0,0,-6.6,0,0,1,0,0,10.8
"Jan 1, 05:00 am",0,-6.4,0,0,0,0,0,-6.4,0,0,1,0,0,10.6
"Jan 1, 06:00 am",0,-6.1,0,0,0,0,0,-6.1,0,0,1,0,0,10.6
"Jan 1, 07:00 am",0,-5.9,78.1732,1,4.39276,1,1,-6.78314,1.1748,0,1,2,1.11198,10.6
"Jan 1, 08:00 am",164.407,-5.6,71.3472,8,190.245,44,45,-6.01078,48.7192,0.164407,1,1,48.3111,7.2
"Jan 1, 09:00 am",314.2,-5.4,60.591,0,343.136,87,87,-5.15192,87.4445,0.3142,1,1,87.4445,7.2
"Jan 1, 10:00 am",850.401,-4.1,51.6731,96,892.099,158,192,-1.52898,232.204,0.850401,1,1,230.784,7.2
"Jan 1, 11:00 am",1222.43,-2.9,45.7578,140,1274.53,207,266,2.24467,336.273,1.22243,1,1,335.001,5.6
"Jan 1, 12:00 pm",1460.83,-1.6,44.0871,241,1520.28,195,300,4.98652,406.19,1.46083,1,1,404.301,5.6
"Jan 1, 01:00 pm",254.113,-1,47.1174,0,281.782,77,77,-0.448366,73.2269,0.254113,1,1,73.2269,5.6
"Jan 1, 02:00 pm",738.619,-0.5,54.0594,89,777.439,141,170,2.07225,205.775,0.738619,1,1,204.195,5.4
"Jan 1, 03:00 pm",604.279,0.1,63.63,134,639.793,96,125,2.25278,172.723,0.60428,1,1,168.171,5.4
"Jan 1, 04:00 pm",130.551,-0.3,74.1799,49,155.717,25,29,-0.642663,43.2239,0.130551,1,3,40.4334,5.4
"Jan 1, 05:00 pm",0,-0.7,0,0,0,0,0,-0.7,0,0,1,0,0,4.3
"Jan 1, 06:00 pm",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,4.3
"Jan 1, 07:00 pm",0,-1.4,0,0,0,0,0,-1.4,0,0,1,0,0,4.3
"Jan 1, 08:00 pm",0,-1.8,0,0,0,0,0,-1.8,0,0,1,0,0,4.7
"Jan 1, 09:00 pm",0,-2.1,0,0,0,0,0,-2.1,0,0,1,0,0,4.7
"Jan 1, 10:00 pm",0,-2.3,0,0,0,0,0,-2.3,0,0,1,0,0,4.7
"Jan 1, 11:00 pm",0,-2.5,0,0,0,0,0,-2.5,0,0,1,0,0,4.4
"Jan 2, 12:00 am",0,-2.7,0,0,0,0,0,-2.7,0,0,1,0,0,4.4
"Jan 2, 01:00 am",0,-2.6,0,0,0,0,0,-2.6,0,0,1,0,0,4.4
"Jan 2, 02:00 am",0,-2.5,0,0,0,0,0,-2.5,0,0,1,0,0,5.2
"Jan 2, 03:00 am",0,-2.5,0,0,0,0,0,-2.5,0,0,1,0,0,5.2
"Jan 2, 04:00 am",0,-2.6,0,0,0,0,0,-2.6,0,0,1,0,0,5.2
"Jan 2, 05:00 am",0,-2.7,0,0,0,0,0,-2.7,0,0,1,0,0,4.3
"Jan 2, 06:00 am",0,-2.9,0,0,0,0,0,-2.9,0,0,1,0,0,4.3
"Jan 2, 07:00 am",10.7807,-3.1,78.2173,54,33.6535,1,2,-4.41078,11.9967,0.0107807,1,2,8.60247,4.3
"Jan 2, 08:00 am",636.082,-3.4,71.3906,439,672.363,38,89,-0.372675,197.215,0.636082,1,1,174.783,3.1
"Jan 2, 09:00 am",1525.37,-3.6,60.6116,744,1586.9,57,246,6.07374,444.909,1.52537,1,1,423.999,3.1
"Jan 2, 10:00 am",2037.37,-2.7,51.6622,706,2116.8,115,368,11.1098,588.583,2.03737,1,1,578.146,3.1
"Jan 2, 11:00 am",1511.95,-1.9,45.7072,279,1573.04,190,307,5.71421,422.168,1.51195,1,1,419.645,5.2
"Jan 2, 12:00 pm",2329.96,-1,43.9958,692,2420.72,127,430,11.0368,666.321,2.32996,1,1,660.942,5.2
"Jan 2, 01:00 pm",1807.16,-0.1,46.9969,482,1878.23,146,343,9.40514,514.03,1.80716,1,1,509.16,5.2
"Jan 2, 02:00 pm",1778.22,0.7,53.925,687,1848.28,77,306,9.11866,512.489,1.77822,1,1,500.411,6
"Jan 2, 03:00 pm",1231.9,1.5,63.4921,662,1284.29,51,196,7.35769,367.361,1.2319,1,1,345.056,6
"Jan 2, 04:00 pm",403.553,1.1,74.1277,367,434.433,22,51,2.66012,135.252,0.403553,1,3,114.389,6
"Jan 2, 05:00 pm",0,0.6,0,0,0,0,0,0.6,0,0,1,0,0,7.2
"Jan 2, 06:00 pm",0,0.1,0,0,0,0,0,0.1,0,0,1,0,0,7.2
"Jan 2, 07:00 pm",0,-0.3,0,0,0,0,0,-0.3,0,0,1,0,0,7.2
"Jan 2, 08:00 pm",0,-0.7,0,0,0,0,0,-0.7,0,0,1,0,0,8.2
"Jan 2, 09:00 pm",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,8.2
"Jan 2, 10:00 pm",0,-1.3,0,0,0,0,0,-1.3,0,0,1,0,0,8.2
"Jan 2, 11:00 pm",0,-1.5,0,0,0,0,0,-1.5,0,0,1,0,0,8.1
"Jan 3, 12:00 am",0,-1.8,0,0,0,0,0,-1.8,0,0,1,0,0,8.1
"Jan 3, 01:00 am",0,-1.9,0,0,0,0,0,-1.9,0,0,1,0,0,8.1
"Jan 3, 02:00 am",0,-2,0,0,0,0,0,-2,0,0,1,0,0,7.4
"Jan 3, 03:00 am",0,-2.1,0,0,0,0,0,-2.1,0,0,1,0,0,7.4
"Jan 3, 04:00 am",0,-2.4,0,0,0,0,0,-2.4,0,0,1,0,0,7.4
"Jan 3, 05:00 am",0,-2.6,0,0,0,0,0,-2.6,0,0,1,0,0,4.8
"Jan 3, 06:00 am",0,-2.9,0,0,0,0,0,-2.9,0,0,1,0,0,4.8
"Jan 3, 07:00 am",0,-2.9,78.261,9,8.73361,1,1,-4.14698,2.80093,0,1,2,2.23491,4.8
"Jan 3, 08:00 am",299.118,-2.8,71.4289,71,327.732,52,60,-2.60082,88.0394,0.299118,1,1,84.4055,8.5
