,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","Diffuse irradiance | (W/m2)","DC array power | (W)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 1, 06:00 pm",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,9.5
"Jan 1, 07:00 pm",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,9.5
"Jan 1, 08:00 pm",0,-1.3,0,0,0,0,0,-1.3,0,0,1,0,0,9.5
"Jan 1, 09:00 pm",0,-1.4,0,0,0,0,0,-1.4,0,0,1,0,0,8.5
"Jan 1, 10:00 pm",0,-1.5,0,0,0,0,0,-1.5,0,0,1,0,0,8.5
"Jan 1, 11:00 pm",0,-1.6,0,0,0,0,0,-1.6,0,0,1,0,0,8.5
"Jan 2, 12:00 am",0,-1.7,0,0,0,0,0,-1.7,0,0,1,0,0,7.9
"Jan 2, 01:00 am",0,-1.9,0,0,0,0,0,-1.9,0,0,1,0,0,7.9
"Jan 2, 02:00 am",0,-2.6,0,0,0,0,0,-2.6,0,0,1,0,0,7.9
"Jan 2, 03:00 am",0,-3.4,0,0,0,0,0,-3.4,0,0,1,0,0,10
"Jan 2, 04:00 am",0,-4.1,0,0,0,0,0,-4.1,0,0,1,0,0,10
"Jan 2, 05:00 am",0,-4.5,0,0,0,0,0,-4.5,0,0,1,0,0,10
"Jan 2, 06:00 am",0,-4.9,0,0,0,0,0,-4.9,0,0,1,0,0,7.9
"Jan 2, 07:00 am",4.12354,-5.2,75.1916,1,7,26.8726,7,-6.20313,6.8775,0.00412354,1,2,6.81869,7.9
"Jan 2, 08:00 am",223.248,-5.5,66.4093,2,61,250.278,61,-5.65465,63.7289,0.223248,1,1,63.6491,7.9
"Jan 2, 09:00 am",836.577,-5.8,57.2354,178,114,877.912,163,-3.59498,229.149,0.836577,1,1,225.17,8.7
"Jan 2, 10:00 am",1937.66,-6,50.6005,569,133,2013.41,332,0.572832,533.215,1.93766,1,1,525.479,8.7
"Jan 2, 11:00 am",2015.18,-5.7,47.6114,611,104,2093.77,336,1.41937,554.915,2.01518,1,1,548.411,8.7
"Jan 2, 12:00 pm",1953.15,-5.4,48.948,628,96,2029.46,326,4.40966,545.848,1.95315,1,1,538.378,5.3
"Jan 2, 01:00 pm",1899.8,-5.1,54.2892,709,89,1974.17,308,4.52362,536.774,1.8998,1,1,523.966,5.3
"Jan 2, 02:00 pm",1344.48,-5.8,62.6048,663,56,1400.28,197,0.966169,387.22,1.34448,1,1,366.065,5.3
"Jan 2, 03:00 pm",511.352,-6.6,72.815,376,30,544.675,62,-4.40222,159.607,0.511352,1,1,139.234,5.3
"Jan 2, 04:00 pm",0,-7.3,78.4171,15,0,8.21948,0,-8.44496,3.01178,0,1,3,2.06663,5.3
"Jan 2, 05:00 pm",0,-9,0,0,0,0,0,-9,0,0,1,0,0,5.3
"Jan 2, 06:00 pm",0,-10.6,0,0,0,0,0,-10.6,0,0,1,0,0,7.7
"Jan 2, 07:00 pm",0,-12.3,0,0,0,0,0,-12.3,0,0,1,0,0,7.7
"Jan 2, 08:00 pm",0,-13.6,0,0,0,0,0,-13.6,0,0,1,0,0,7.7
"Jan 2, 09:00 pm",0,-15,0,0,0,0,0,-15,0,0,1,0,0,6
"Jan 2, 10:00 pm",0,-16.3,0,0,0,0,0,-16.3,0,0,1,0,0,6
"Jan 2, 11:00 pm",0,-16.9,0,0,0,0,0,-16.9,0,0,1,0,0,6
"Jan 3, 12:00 am",0,-17.5,0,0,0,0,0,-17.5,0,0,1,0,0,6.5
"Jan 3, 01:00 am",0,-18,0,0,0,0,0,-18,0,0,1,0,0,6.5
"Jan 3, 02:00 am",0,-18.7,0,0,0,0,0,-18.7,0,0,1,0,0,6.5
"Jan 3, 03:00 am",0,-19.4,0,0,0,0,0,-19.4,0,0,1,0,0,5.3
"Jan 3, 04:00 am",0,-20.1,0,0,0,0,0,-20.1,0,0,1,0,0,5.3
"Jan 3, 05:00 am",0,-20.7,0,0,0,0,0,-20.7,0,0,1,0,0,5.3
"Jan 3, 06:00 am",0,-21.2,0,0,0,0,0,-21.2,0,0,1,0,0,6.3
"Jan 3, 07:00 am",181.548,-21.8,75.2273,201,6,207.731,16,-21.9999,61.3391,0.181548,1,2,49.5045,6.3
"Jan 3, 08:00 am",1091.64,-21,66.4246,565,50,1139.94,144,-17.0819,299.463,1.09164,1,1,276.901,6.3
"Jan 3, 09:00 am",1724.62,-20.2,57.2221,660,69,1792.82,252,-13.5317,456.387,1.72462,1,1,441.645,6.6
"Jan 3, 10:00 am",1836.75,-19.4,50.5513,497,126,1908.87,300,-12.1677,479.531,1.83675,1,1,472.801,6.6
"Jan 3, 11:00 am",2369.83,-18.3,47.5238,691,119,2462.2,382,-8.61427,625.948,2.36983,1,1,618.647,6.6
"Jan 3, 12:00 pm",1926.31,-17.1,48.8293,509,132,2001.64,319,-9.9081,506.298,1.92631,1,1,500.302,7.5
"Jan 3, 01:00 pm",1982.62,-16,54.1531,703,85,2060.01,303,-8.55409,530.292,1.98262,1,1,517.72,7.5
"Jan 3, 02:00 pm",1424.34,-16,62.4628,667,56,1482.63,199,-10.6646,390.544,1.42434,1,1,369.448,7.5
"Jan 3, 03:00 pm",544.966,-15.9,72.6759,383,31,579.072,64,-12.339,163.969,0.544966,1,1,143.33,2.8
"Jan 3, 04:00 pm",0,-15.8,78.3798,18,0,10.2657,0,-17.256,3.62562,0,1,3,2.49194,2.8
"Jan 3, 05:00 pm",0,-16.9,0,0,0,0,0,-16.9,0,0,1,0,0,2.8
"Jan 3, 06:00 pm",0,-17.9,0,0,0,0,0,-17.9,0,0,1,0,0,5.2
"Jan 3, 07:00 pm",0,-18.9,0,0,0,0,0,-18.9,0,0,1,0,0,5.2
"Jan 3, 08:00 pm",0,-19.6,0,0,0,0,0,-19.6,0,0,1,0,0,5.2
"Jan 3, 09:00 pm",0,-20.2,0,0,0,0,0,-20.2,0,0,1,0,0,3.3
"Jan 3, 10:00 pm",0,-20.8,0,0,0,0,0,-20.8,0,0,1,0,0,3.3
"Jan 3, 11:00 pm",0,-20.8,0,0,0,0,0,-20.8,0,0,1,0,0,3.3
"Jan 4, 12:00 am",0,-20.7,0,0,0,0,0,-20.7,0,0,1,0,0,2.4
"Jan 4, 01:00 am",0,-20.7,0,0,0,0,0,-20.7,0,0,1,0,0,2.4
"Jan 4, 02:00 am",0,-20.2,0,0,0,0,0,-20.2,0,0,1,0,0,2.4
"Jan 4, 03:00 am",0,-19.8,0,0,0,0,0,-19.8,0,0,1,0,0,4.5
"Jan 4, 04:00 am",0,-19.3,0,0,0,0,0,-19.3,0,0,1,0,0,4.5
"Jan 4, 05:00 am",0,-18.2,0,0,0,0,0,-18.2,0,0,1,0,0,4.5
"Jan 4, 06:00 am",0,-17.2,0,0,0,0,0,-17.2,0,0,1,0,0,4.7
"Jan 4, 07:00 am",19.8981,-16.1,75.2621,16,7,42.941,8,-17.4148,11.3602,0.0198981,1,2,10.4172,4.7
"Jan 4, 08:00 am",331.404,-14.3,66.4341,46,65,360.708,73,-13.9838,90.5357,0.331404,1,1,88.6978,4.7
"Jan 4, 09:00 am",461.948,-12.5,57.2023,18,110,494.137,115,-11.6155,123.063,0.461948,1,1,122.662,6.8
"Jan 4, 10:00 am",432.387,-10.7,50.4949,0,116,463.91,116,-9.89663,115.958,0.432387,1,1,115.958,6.8
"Jan 4, 11:00 am",446.621,-9.3,47.4288,0,121,478.464,121,-8.43415,120.306,0.446621,1,1,120.306,6.8
"Jan 4, 12:00 pm",2058.67,-7.8,48.7039,594,139,2138.89,358,3.23526,571.492,2.05867,1,1,564.567,4.2
"Jan 4, 01:00 pm",1751.43,-6.3,54.0113,508,153,1820.56,312,3.92217,490.942,1.75143,1,1,481.954,4.2
"Jan 4, 02:00 pm",1085.59,-6,62.3163,360,110,1133.71,188,0.0475707,306.517,1.08559,1,1,295.234,4.2
"Jan 4, 03:00 pm",443.761,-5.6,72.5333,212,47,475.54,66,-4.0553,133.096,0.443761,1,1,121.736,5.4
"Jan 4, 04:00 pm",0,-5.3,78.3426,12,0,6.58618,0,-6.48428,2.42472,0,1,3,1.66926,5.4
"Jan 4, 05:00 pm",0,-5.8,0,0,0,0,0,-5.8,0,0,1,0,0,5.4
"Jan 4, 06:00 pm",0,-6.2,0,0,0,0,0,-6.2,0,0,1,0,0,4.5
"Jan 4, 07:00 pm",0,-6.7,0,0,0,0,0,-6.7,0,0,1,0,0,4.5
"Jan 4, 08:00 pm",0,-7,0,0,0,0,0,-7,0,0,1,0,0,4.5
"Jan 4, 09:00 pm",0,-7.2,0,0,0,0,0,-7.2,0,0,1,0,0,6.1
"Jan 4, 10:00 pm",0,-7.5,0,0,0,0,0,-7.5,0,0,1,0,0,6.1
"Jan 4, 11:00 pm",0,-7.3,0,0,0,0,0,-7.3,0,0,1,0,0,6.1
"Jan 5, 12:00 am",0,-7.1,0,0,0,0,0,-7.1,0,0,1,0,0,3.4
"Jan 5, 01:00 am",0,-7,0,0,0,0,0,-7,0,0,1,0,0,3.4
"Jan 5, 02:00 am",0,-7.2,0,0,0,0,0,-7.2,0,0,1,0,0,3.4
"Jan 5, 03:00 am",0,-7.4,0,0,0,0,0,-7.4,0,0,1,0,0,4.1
"Jan 5, 04:00 am",0,-7.7,0,0,0,0,0,-7.7,0,0,1,0,0,4.1
"Jan 5, 05:00 am",0,-7.8,0,0,0,0,0,-7.8,0,0,1,0,0,4.1
"Jan 5, 06:00 am",0,-8,0,0,0,0,0,-8,0,0,1,0,0,1.8
"Jan 5, 07:00 am",140.637,-8.1,75.2959,121,10,166.003,16,-9.05666,48.7735,0.140638,1,2,41.6349,1.8
"Jan 5, 08:00 am",879.714,-7.2,66.4377,339,89,922.186,146,-1.85507,251.79,0.879715,1,1,238.243,1.8
"Jan 5, 09:00 am",1177.11,-6.3,57.1758,343,112,1227.88,208,2.88478,331.255,1.17711,1,1,323.618,1.4
"Jan 5, 10:00 am",611.349,-5.4,50.4314,30,138,647.032,149,-0.934644,168.205,0.611349,1,1,167.802,1.4
"Jan 5, 11:00 am",895.923,-4.3,47.3265,85,172,938.825,205,1.83319,247.216,0.895923,1,1,246.333,1.4
"Jan 5, 12:00 pm",1555.66,-3.3,48.5717,385,153,1618.18,296,8.26095,440.916,1.55566,1,1,436.477,1.8
"Jan 5, 01:00 pm",1716.63,-2.3,53.8639,617,101,1784.55,295,11.6266,499.314,1.71663,1,1,488.516,1.8
"Jan 5, 02:00 pm",882.803,-2.1,62.1654,316,81,925.356,150,5.14792,256.069,0.882803,1,1,246.259,1.8
"Jan 5, 03:00 pm",405.855,-1.9,72.3874,216,39,436.786,59,0.0784238,125.267,0.405855,1,1,113.76,2.9
"Jan 5, 04:00 pm",0,-1.8,78.3055,14,1,11.3982,1,-3.33596,3.80756,0,1,3,2.9266,2.9
"Jan 5, 05:00 pm",0,-1.8,0,0,0,0,0,-1.8,0,0,1,0,0,2.9
"Jan 5, 06:00 pm",0,-1.9,0,0,0,0,0,-1.9,0,0,1,0,0,2.4
"Jan 5, 07:00 pm",0,-2,0,0,0,0,0,-2,0,0,1,0,0,2.4
"Jan 5, 08:00 pm",0,-1.7,0,0,0,0,0,-1.7,0,0,1,0,0,2.4
"Jan 5, 09:00 pm",0,-1.4,0,0,0,0,0,-1.4,0,0,1,0,0,3.4
"Jan 5, 10:00 pm",0,-1.2,0,0,0,0,0,-1.2,0,0,1,0,0,3.4
"Jan 5, 11:00 pm",0,-1,0,0,0,0,0,-1,0,0,1,0,0,3.4
"Jan 6, 12:00 am",0,-0.8,0,0,0,0,0,-0.8,0,0,1,0,0,2.4
"Jan 6, 01:00 am",0,-0.6,0,0,0,0,0,-0.6,0,0,1,0,0,2.4
"Jan 6, 02:00 am",0,-0.5,0,0,0,0,0,-0.5,0,0,1,0,0,2.4
"Jan 6, 03:00 am",0,-0.4,0,0,0,0,0,-0.4,0,0,1,0,0,2.1
"Jan 6, 04:00 am",0,-0.4,0,0,0,0,0,-0.4,0,0,1,0,0,2.1
"Jan 6, 05:00 am",0,-0.5,0,0,0,0,0,-0.5,0,0,1,0,0,2.1
"Jan 6, 06:00 am",0,-0.6,0,0,0,0,0,-0.6,0,0,1,0,0,2.5
"Jan 6, 07:00 am",72.7691,-0.7,75.3286,47,10,96.8129,12,-2.05508,27.7658,0.0727691,1,2,24.9903,2.5
"Jan 6, 08:00 am",548.903,-0.5,66.4355,131,85,583.102,107,1.73448,158.167,0.548903,1,1,152.933,2.5
"Jan 6, 09:00 am",228.798,-0.2,57.1428,0,69,255.943,69,-0.00654399,66.6358,0.228798,1,1,66.6358,2.8
"Jan 6, 10:00 am",232.24,0.1,50.3607,0,71,259.456,71,0.0375359,67.5629,0.23224,1,1,67.5629,2.8
"Jan 6, 11:00 am",386.481,0.4,47.2169,0,111,416.984,111,1.42031,109.219,0.386481,1,1,109.219,2.8
"Jan 6, 12:00 pm",418.669,0.7,48.4328,0,119,449.885,119,2.4973,118.376,0.418669,1,1,118.376,1.3
"Jan 6, 01:00 pm",191.637,1,53.711,0,60,218.023,60,0.848525,56.968,0.191637,1,1,56.968,1.3
"Jan 6, 02:00 pm",102.804,1.3,62.0102,0,35,127.428,35,0.052006,33.1845,0.102804,1,1,33.1845,1.3
"Jan 6, 03:00 pm",81.3787,1.5,72.2382,0,28,105.588,28,0.198897,27.514,0.0813787,1,1,27.514,2.2
"Jan 6, 04:00 pm",0,1.8,78.2685,0,0,0,0,1.8,0,0,1,3,0,2.2
"Jan 6, 05:00 pm",0,1.5,0,0,0,0,0,1.5,0,0,1,0,0,2.2
"Jan 6, 06:00 pm",0,1.2,0,0,0,0,0,1.2,0,0,1,0,0,3.7
"Jan 6, 07:00 pm",0,0.8,0,0,0,0,0,0.8,0,0,1,0,0,3.7
"Jan 6, 08:00 pm",0,0.6,0,0,0,0,0,0.6,0,0,1,0,0,3.7
"Jan 6, 09:00 pm",0,0.4,0,0,0,0,0,0.4,0,0,1,0,0,3.6
"Jan 6, 10:00 pm",0,0.3,0,0,0,0,0,0.3,0,0,1,0,0,3.6
"Jan 6, 11:00 pm",0,0.3,0,0,0,0,0,0.3,0,0,1,0,0,3.6
"Jan 7, 12:00 am",0,0.3,0,0,0,0,0,0.3,0,0,1,0,0,2.5
"Jan 7, 01:00 am",0,0.3,0,0,0,0,0,0.3,0,0,1,0,0,2.5
"Jan 7, 02:00 am",0,0.2,0,0,0,0,0,0.2,0,0,1,0,0,2.5
"Jan 7, 03:00 am",0,0.1,0,0,0,0,0,0.1,0,0,1,0,0,3.9
"Jan 7, 04:00 am",0,0,0,0,0,0,0,0,0,0,1,0,0,3.9
"Jan 7, 05:00 am",0,0.2,0,0,0,0,0,0.2,0,0,1,0,0,3.9
"Jan 7, 06:00 am",0,0.4,0,0,0,0,0,0.4,0,0,1,0,0,4.4
"Jan 7, 07:00 am",117.301,0.6,75.3603,98,10,142.207,15,-0.10737,42.8011,0.117301,1,2,37.0085,4.4
"Jan 7, 08:00 am",789.122,0.9,66.4274,274,93,829.227,139,4.27937,230.799,0.789122,1,1,219.856,4.4
"Jan 7, 09:00 am",462.134,1.3,57.1032,43,101,494.328,113,3.27471,131.454,0.462134,1,1,130.501,3.2
"Jan 7, 10:00 am",190.978,1.7,50.2829,0,60,217.351,60,1.567,56.9653,0.190978,1,1,56.9653,3.2
"Jan 7, 11:00 am",212.016,2.1,47.1002,0,66,238.817,66,1.90557,62.6811,0.212016,1,1,62.6811,3.2
"Jan 7, 12:00 pm",340.56,2.5,48.2873,0,100,370.062,100,3.05938,97.6056,0.34056,1,1,97.6056,4.9
"Jan 7, 01:00 pm",341.832,2.9,53.5526,0,99,371.361,99,3.53267,98.1464,0.341832,1,1,98.1464,4.9
"Jan 7, 02:00 pm",194.978,3,61.8508,0,60,221.432,60,2.83824,58.3488,0.194978,1,1,58.3488,4.9
"Jan 7, 03:00 pm",95.7444,3,72.0859,2,31,120.231,31,2.15099,31.6945,0.0957444,1,1,31.5893,4.1
"Jan 7, 04:00 pm",0,3.1,78.2316,0,0,0,0,3.1,0,0,1,3,0,4.1
"Jan 7, 05:00 pm",0,3.3,0,0,0,0,0,3.3,0,0,1,0,0,4.1
"Jan 7, 06:00 pm",0,3.4,0,0,0,0,0,3.4,0,0,1,0,0,3.9
"Jan 7, 07:00 pm",0,3.5,0,0,0,0,0,3.5,0,0,1,0,0,3.9
"Jan 7, 08:00 pm",0,3.8,0,0,0,0,0,3.8,0,0,1,0,0,3.9
"Jan 7, 09:00 pm",0,4,0,0,0,0,0,4,0,0,1,0,0,3.1
"Jan 7, 10:00 pm",0,4.2,0,0,0,0,0,4.2,0,0,1,0,0,3.1
"Jan 7, 11:00 pm",0,4.5,0,0,0,0,0,4.5,0,0,1,0,0,3.1
"Jan 8, 12:00 am",0,4.7,0,0,0,0,0,4.7,0,0,1,0,0,3.2
"Jan 8, 01:00 am",0,4.9,0,0,0,0,0,4.9,0,0,1,0,0,3.2
"Jan 8, 02:00 am",0,5,0,0,0,0,0,5,0,0,1,0,0,3.2
"Jan 8, 03:00 am",0,5.1,0,0,0,0,0,5.1,0,0,1,0,0,4.8
"Jan 8, 04:00 am",0,5.1,0,0,0,0,0,5.1,0,0,1,0,0,4.8
"Jan 8, 05:00 am",0,5.3,0,0,0,0,0,5.3,0,0,1,0,0,4.8
"Jan 8, 06:00 am",0,5.4,0,0,0,0,0,5.4,0,0,1,0,0,5.4
"Jan 8, 07:00 am",162.03,5.5,75.3909,207,6,187.821,17,5.28423,62.259,0.16203,1,2,50.0128,5.4
"Jan 8, 08:00 am",989.857,5.9,66.4133,576,51,1035.31,149,10.3534,304.813,0.989858,1,1,281.826,5.4
"Jan 8, 09:00 am",1663.65,6.3,57.0571,753,63,1729.77,276,15.3786,498.135,1.66365,1,1,481.51,4.8
"Jan 8, 10:00 am",2098.47,6.6,50.198,822,71,2180.19,365,18.5841,626.588,2.09847,1,1,615.766,4.8
"Jan 8, 11:00 am",2274.33,7.5,46.9762,847,74,2362.87,404,20.8287,682.812,2.27433,1,1,674.268,4.8
"Jan 8, 12:00 pm",2198,8.4,48.1353,839,73,2283.55,390,21.6066,663.306,2.198,1,1,653.976,4.7
"Jan 8, 01:00 pm",1865.46,9.3,53.3888,766,76,1938.59,323,20.4987,565.289,1.86546,1,1,552.355,4.7
"Jan 8, 02:00 pm",1204.26,9.3,61.6873,593,61,1255.83,196,16.3537,368.981,1.20426,1,1,351.119,4.7
"Jan 8, 03:00 pm",530.453,9.2,71.9305,376,40,564.219,77,12.2735,174.555,0.530453,1,1,154.897,4
"Jan 8, 04:00 pm",0,9.2,78.1949,33,0,17.3541,1,8.0946,6.75123,0,1,3,4.67759,4
"Jan 8, 05:00 pm",0,8.9,0,0,0,0,0,8.9,0,0,1,0,0,4
"Jan 8, 06:00 pm",0,8.5,0,0,0,0,0,8.5,0,0,1,0,0,4.6
"Jan 8, 07:00 pm",0,8.1,0,0,0,0,0,8.1,0,0,1,0,0,4.6
"Jan 8, 08:00 pm",0,7.7,0,0,0,0,0,7.7,0,0,1,0,0,4.6
"Jan 8, 09:00 pm",0,7.2,0,0,0,0,0,7.2,0,0,1,0,0,5.5
"Jan 8, 10:00 pm",0,6.8,0,0,0,0,0,6.8,0,0,1,0,0,5.5
"Jan 8, 11:00 pm",0,6.6,0,0,0,0,0,6.6,0,0,1,0,0,5.5
"Jan 9, 12:00 am",0,6.3,0,0,0,0,0,6.3,0,0,1,0,0,5.8
"Jan 9, 01:00 am",0,6.1,0,0,0,0,0,6.1,0,0,1,0,0,5.8
"Jan 9, 02:00 am",0,5.9,0,0,0,0,0,5.9,0,0,1,0,0,5.8
"Jan 9, 03:00 am",0,5.7,0,0,0,0,0,5.7,0,0,1,0,0,5.2
"Jan 9, 04:00 am",0,5.5,0,0,0,0,0,5.5,0,0,1,0,0,5.2
"Jan 9, 05:00 am",0,5.2,0,0,0,0,0,5.2,0,0,1,0,0,5.2
"Jan 9, 06:00 am",0,4.9,0,0,0,0,0,4.9,0,0,1,0,0,5.2
"Jan 9, 07:00 am",0,4.6,75.4204,0,3,10.7391,3,3.23387,2.83461,0,1,2,2.83461,5.2
"Jan 9, 08:00 am",65.5312,5,66.3934,0,25,89.4364,25,4.0329,23.6875,0.0655311,1,1,23.6875,5.2
"Jan 9, 09:00 am",138.721,5.5,57.0044,0,46,164.049,46,5.06112,43.6409,0.138721,1,1,43.6409,7.1
"Jan 9, 10:00 am",187.162,6,50.1061,0,60,213.458,60,5.79776,56.9652,0.187162,1,1,56.9652,7.1
"Jan 9, 11:00 am",210.721,6.8,46.8452,0,67,237.496,67,6.72327,63.634,0.210721,1,1,63.634,7.1
"Jan 9, 12:00 pm",202.98,7.6,47.9768,0,65,229.596,65,7.51171,61.7282,0.20298,1,1,61.7282,7.9
"Jan 9, 01:00 pm",270.158,8.4,53.2197,0,83,298.162,83,8.59598,80.5416,0.270158,1,1,80.5416,7.9
"Jan 9, 02:00 pm",126.186,8.6,61.5198,0,43,151.266,43,8.22145,40.7945,0.126186,1,1,40.7945,7.9
"Jan 9, 03:00 pm",22.5925,8.8,71.7723,0,13,45.6857,13,7.92448,12.3049,0.0225925,1,1,12.3049,7.4
"Jan 9, 04:00 pm",0,8.9,78.1584,0,0,0,0,8.9,0,0,1,3,0,7.4
"Jan 9, 05:00 pm",0,7.9,0,0,0,0,0,7.9,0,0,1,0,0,7.4
"Jan 9, 06:00 pm",0,6.9,0,0,0,0,0,6.9,0,0,1,0,0,9.4
"Jan 9, 07:00 pm",0,5.9,0,0,0,0,0,5.9,0,0,1,0,0,9.4
"Jan 9, 08:00 pm",0,5.4,0,0,0,0,0,5.4,0,0,1,0,0,9.4
"Jan 9, 09:00 pm",0,4.9,0,0,0,0,0,4.9,0,0,1,0,0,8.7
"Jan 9, 10:00 pm",0,4.4,0,0,0,0,0,4.4,0,0,1,0,0,8.7
"Jan 9, 11:00 pm",0,4.1,0,0,0,0,0,4.1,0,0,1,0,0,8.7
"Jan 10, 12:00 am",0,3.7,0,0,0,0,0,3.7,0,0,1,0,0,7.1
"Jan 10, 01:00 am",0,3.3,0,0,0,0,0,3.3,0,0,1,0,0,7.1
"Jan 10, 02:00 am",0,2.9,0,0,0,0,0,2.9,0,0,1,0,0,7.1
"Jan 10, 03:00 am",0,2.5,0,0,0,0,0,2.5,0,0,1,0,0,6.6
"Jan 10, 04:00 am",0,2.2,0,0,0,0,0,2.2,0,0,1,0,0,6.6
"Jan 10, 05:00 am",0,1.8,0,0,0,0,0,1.8,0,0,1,0,0,6.6
"Jan 10, 06:00 am",0,1.5,0,0,0,0,0,1.5,0,0,1,0,0,6.9
"Jan 10, 07:00 am",167.419,1.2,75.4487,211,6,193.317,17,1.02087,63.0529,0.167419,1,2,50.5494,6.9
"Jan 10, 08:00 am",1018.38,1.6,66.3675,580,51,1064.62,151,5.44609,306.771,1.01838,1,1,283.683,6.9
"Jan 10, 09:00 am",1718.51,2,56.9451,756,64,1786.5,280,9.96694,502.048,1.71851,1,1,485.488,6
"Jan 10, 10:00 am",2168.31,2.3,50.0071,825,71,2252.71,369,12.7926,630.564,2.16831,1,1,619.869,6
"Jan 10, 11:00 am",2357.47,2.9,46.707,850,74,2449.34,409,14.5715,687.726,2.35747,1,1,679.347,6
"Jan 10, 12:00 pm",2283.27,3.6,47.8119,842,74,2372.17,396,15.557,669.977,2.28327,1,1,660.862,5.6
"Jan 10, 01:00 pm",1876.84,4.2,53.0454,757,69,1950.39,317,13.9691,551.955,1.87684,1,1,539.503,5.6
"Jan 10, 02:00 pm",1289.97,4,61.3485,573,81,1344.1,214,10.4936,383.001,1.28997,1,1,366.111,5.6
"Jan 10, 03:00 pm",424.602,3.7,71.6111,243,38,455.951,64,5.64169,134.132,0.424602,1,1,121.597,4.6
"Jan 10, 04:00 pm",0,3.5,78.1221,26,0,14.1467,1,2.30514,5.3515,0,1,3,3.7193,4.6
"Jan 10, 05:00 pm",0,3.2,0,0,0,0,0,3.2,0,0,1,0,0,4.6
"Jan 10, 06:00 pm",0,2.9,0,0,0,0,0,2.9,0,0,1,0,0,2.5
"Jan 10, 07:00 pm",0,2.5,0,0,0,0,0,2.5,0,0,1,0,0,2.5
"Jan 10, 08:00 pm",0,2.1,0,0,0,0,0,2.1,0,0,1,0,0,2.5
"Jan 10, 09:00 pm",0,1.6,0,0,0,0,0,1.6,0,0,1,0,0,1.9
"Jan 10, 10:00 pm",0,1.2,0,0,0,0,0,1.2,0,0,1,0,0,1.9
"Jan 10, 11:00 pm",0,0.9,0,0,0,0,0,0.9,0,0,1,0,0,1.9
"Jan 11, 12:00 am",0,0.6,0,0,0,0,0,0.6,0,0,1,0,0,1.2
"Jan 11, 01:00 am",0,0.4,0,0,0,0,0,0.4,0,0,1,0,0,1.2
"Jan 11, 02:00 am",0,0.1,0,0,0,0,0,0.1,0,0,1,0,0,1.2
"Jan 11, 03:00 am",0,-0.1,0,0,0,0,0,-0.1,0,0,1,0,0,4.5
"Jan 11, 04:00 am",0,-0.3,0,0,0,0,0,-0.3,0,0,1,0,0,4.5
