,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","Diffuse irradiance | (W/m2)","DC array power | (W)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 4, 12:00 am",0,-9.3,0,0,0,0,0,-9.3,0,0,1,0,0,10.9
"Jan 4, 01:00 am",0,-9.8,0,0,0,0,0,-9.8,0,0,1,0,0,10.9
"Jan 4, 02:00 am",0,-10,0,0,0,0,0,-10,0,0,1,0,0,10.9
"Jan 4, 03:00 am",0,-10.1,0,0,0,0,0,-10.1,0,0,1,0,0,8.2
"Jan 4, 04:00 am",0,-10.3,0,0,0,0,0,-10.3,0,0,1,0,0,8.2
"Jan 4, 05:00 am",0,-10.5,0,0,0,0,0,-10.5,0,0,1,0,0,8.2
"Jan 4, 06:00 am",0,-10.6,0,0,0,0,0,-10.6,0,0,1,0,0,6.7
"Jan 4, 07:00 am",0,-10.8,0,0,0,0,0,-10.8,0,0,1,0,0,6.7
"Jan 4, 08:00 am",163.097,-10.6,75.0757,121,13,188.909,20,-10.9404,54.1132,0.163097,1,2,47.0211,6.7
"Jan 4, 09:00 am",944.422,-10.5,65.7216,313,103,988.629,160,-7.457,261.591,0.944422,1,1,249.573,7
"Jan 4, 10:00 am",357.454,-10.3,56.279,0,97,387.321,97,-9.66975,96.9025,0.357454,1,1,96.9025,7
"Jan 4, 11:00 am",1356.05,-8.5,49.3596,250,167,1412.21,260,-3.75183,365.048,1.35605,1,1,361.972,7
"Jan 4, 12:00 pm",769.63,-6.6,46.1432,40,166,809.236,182,-4.13752,207.466,0.76963,1,1,207.09,7.2
"Jan 4, 01:00 pm",374.709,-4.8,47.3968,0,106,404.953,106,-4.13228,103.633,0.374709,1,1,103.633,7.2
"Jan 4, 02:00 pm",517.192,-4,52.801,36,114,550.65,126,-2.82953,142.263,0.517192,1,1,141.682,7.2
"Jan 4, 03:00 pm",504.469,-3.3,61.2556,71,97,537.632,114,-2.07514,140.848,0.504469,1,1,138.768,6.9
"Jan 4, 04:00 pm",499.657,-2.6,71.6375,216,58,532.709,81,-1.24076,149.131,0.499657,1,1,137.977,6.9
"Jan 4, 05:00 pm",0,-3.3,78.0943,21,2,19.3681,2,-4.24716,6.27201,0,1,3,4.9542,6.9
"Jan 4, 06:00 pm",0,-4.1,0,0,0,0,0,-4.1,0,0,1,0,0,8.2
"Jan 4, 07:00 pm",0,-4.8,0,0,0,0,0,-4.8,0,0,1,0,0,8.2
"Jan 4, 08:00 pm",0,-5.4,0,0,0,0,0,-5.4,0,0,1,0,0,8.2
"Jan 4, 09:00 pm",0,-6,0,0,0,0,0,-6,0,0,1,0,0,8.9
"Jan 4, 10:00 pm",0,-6.6,0,0,0,0,0,-6.6,0,0,1,0,0,8.9
"Jan 4, 11:00 pm",0,-6.8,0,0,0,0,0,-6.8,0,0,1,0,0,8.9
"Jan 5, 12:00 am",0,-7,0,0,0,0,0,-7,0,0,1,0,0,7.4
"Jan 5, 01:00 am",0,-7.1,0,0,0,0,0,-7.1,0,0,1,0,0,7.4
"Jan 5, 02:00 am",0,-6.6,0,0,0,0,0,-6.6,0,0,1,0,0,7.4
"Jan 5, 03:00 am",0,-6,0,0,0,0,0,-6,0,0,1,0,0,6.3
"Jan 5, 04:00 am",0,-5.5,0,0,0,0,0,-5.5,0,0,1,0,0,6.3
"Jan 5, 05:00 am",0,-5.1,0,0,0,0,0,-5.1,0,0,1,0,0,6.3
"Jan 5, 06:00 am",0,-4.7,0,0,0,0,0,-4.7,0,0,1,0,0,5.8
"Jan 5, 07:00 am",0,-4.3,0,0,0,0,0,-4.3,0,0,1,0,0,5.8
"Jan 5, 08:00 am",126.975,-3.8,75.1103,103,10,152.071,16,-4.34429,44.9264,0.126975,1,2,38.883,5.8
"Jan 5, 09:00 am",747.36,-3.3,65.7281,267,82,786.401,131,-0.972937,214.169,0.74736,1,1,203.914,6.8
"Jan 5, 10:00 am",1591.68,-2.8,56.2552,465,152,1655.39,290,3.5281,447.188,1.59168,1,1,437.49,6.8
"Jan 5, 11:00 am",201.015,-1.8,49.2978,0,62,227.592,62,-1.55863,58.8702,0.201015,1,1,58.8702,6.8
"Jan 5, 12:00 pm",222.085,-0.9,46.0413,0,68,249.092,68,-0.980667,64.5875,0.222085,1,1,64.5875,8.8
"Jan 5, 01:00 pm",213.908,0.1,47.264,0,66,240.747,66,-6.47597e-05,62.6813,0.213908,1,1,62.6813,8.8
"Jan 5, 02:00 pm",170.931,0.2,52.6529,0,54,196.9,54,-0.0596649,51.2523,0.170931,1,1,51.2523,8.8
"Jan 5, 03:00 pm",411.773,0.4,61.1044,38,91,442.835,100,1.08788,116.93,0.411773,1,1,115.827,7.9
"Jan 5, 04:00 pm",377.173,0.5,71.4911,132,52,407.471,66,1.19572,113.4,0.377173,1,1,106.626,7.9
"Jan 5, 05:00 pm",0,0.1,78.0541,14,1,11.5231,1,-0.837497,3.86767,0,1,3,2.98962,7.9
"Jan 5, 06:00 pm",0,-0.3,0,0,0,0,0,-0.3,0,0,1,0,0,7.1
"Jan 5, 07:00 pm",0,-0.7,0,0,0,0,0,-0.7,0,0,1,0,0,7.1
"Jan 5, 08:00 pm",0,-0.6,0,0,0,0,0,-0.6,0,0,1,0,0,7.1
"Jan 5, 09:00 pm",0,-0.5,0,0,0,0,0,-0.5,0,0,1,0,0,5.8
"Jan 5, 10:00 pm",0,-0.4,0,0,0,0,0,-0.4,0,0,1,0,0,5.8
"Jan 5, 11:00 pm",0,-0.2,0,0,0,0,0,-0.2,0,0,1,0,0,5.8
"Jan 6, 12:00 am",0,-0.1,0,0,0,0,0,-0.1,0,0,1,0,0,5.4
"Jan 6, 01:00 am",0,0,0,0,0,0,0,0,0,0,1,0,0,5.4
"Jan 6, 02:00 am",0,0.2,0,0,0,0,0,0.2,0,0,1,0,0,5.4
"Jan 6, 03:00 am",0,0.4,0,0,0,0,0,0.4,0,0,1,0,0,6.8
"Jan 6, 04:00 am",0,0.6,0,0,0,0,0,0.6,0,0,1,0,0,6.8
"Jan 6, 05:00 am",0,0.4,0,0,0,0,0,0.4,0,0,1,0,0,6.8
"Jan 6, 06:00 am",0,0.2,0,0,0,0,0,0.2,0,0,1,0,0,4.6
"Jan 6, 07:00 am",0,0,0,0,0,0,0,0,0,0,1,0,0,4.6
"Jan 6, 08:00 am",0,0.1,75.1438,0,3,10.9517,3,-1.41024,2.83458,0,1,2,2.83458,4.6
"Jan 6, 09:00 am",77.9936,0.3,65.7288,0,28,102.138,28,-0.504251,26.5364,0.0779936,1,1,26.5364,6.5
"Jan 6, 10:00 am",149.352,0.5,56.2248,0,48,174.89,48,0.0446693,45.5431,0.149352,1,1,45.5431,6.5
"Jan 6, 11:00 am",223.936,0.8,49.2289,0,69,250.98,69,0.70516,65.54,0.223936,1,1,65.54,6.5
"Jan 6, 12:00 pm",223.703,1,45.9322,0,69,250.743,69,0.931165,65.5405,0.223703,1,1,65.5405,6.7
"Jan 6, 01:00 pm",256.229,1.2,47.1246,0,78,283.942,78,1.27715,74.3268,0.256229,1,1,74.3268,6.7
"Jan 6, 02:00 pm",173.373,1.6,52.4994,0,55,199.391,55,1.32311,52.2043,0.173373,1,1,52.2043,6.7
"Jan 6, 03:00 pm",596.094,1.9,60.949,113,99,631.411,126,3.46164,170.07,0.596094,1,1,166.824,7.3
"Jan 6, 04:00 pm",99.5928,2.2,71.3416,0,33,124.154,33,1.72973,32.5618,0.0995928,1,1,32.5618,7.3
"Jan 6, 05:00 pm",0,2,78.0141,0,1,3.71099,1,0.89444,0.969846,0,1,3,0.969846,7.3
"Jan 6, 06:00 pm",0,1.8,0,0,0,0,0,1.8,0,0,1,0,0,8.2
"Jan 6, 07:00 pm",0,1.6,0,0,0,0,0,1.6,0,0,1,0,0,8.2
"Jan 6, 08:00 pm",0,2,0,0,0,0,0,2,0,0,1,0,0,8.2
"Jan 6, 09:00 pm",0,2.4,0,0,0,0,0,2.4,0,0,1,0,0,5.8
"Jan 6, 10:00 pm",0,2.8,0,0,0,0,0,2.8,0,0,1,0,0,5.8
"Jan 6, 11:00 pm",0,2.7,0,0,0,0,0,2.7,0,0,1,0,0,5.8
"Jan 7, 12:00 am",0,2.7,0,0,0,0,0,2.7,0,0,1,0,0,7.7
"Jan 7, 01:00 am",0,2.6,0,0,0,0,0,2.6,0,0,1,0,0,7.7
"Jan 7, 02:00 am",0,2.8,0,0,0,0,0,2.8,0,0,1,0,0,7.7
"Jan 7, 03:00 am",0,3,0,0,0,0,0,3,0,0,1,0,0,8.3
"Jan 7, 04:00 am",0,3.1,0,0,0,0,0,3.1,0,0,1,0,0,8.3
"Jan 7, 05:00 am",0,3,0,0,0,0,0,3,0,0,1,0,0,8.3
"Jan 7, 06:00 am",0,2.9,0,0,0,0,0,2.9,0,0,1,0,0,5.2
"Jan 7, 07:00 am",0,2.8,0,0,0,0,0,2.8,0,0,1,0,0,5.2
"Jan 7, 08:00 am",0,3,75.1763,0,3,10.8132,3,1.61462,2.83458,0,1,2,2.83458,5.2
"Jan 7, 09:00 am",69.784,3.1,65.7237,0,26,93.7706,26,2.13908,24.6359,0.069784,1,1,24.6359,5.2
"Jan 7, 10:00 am",551.641,3.3,56.188,50,119,585.903,134,4.92659,156.812,0.551641,1,1,155.774,5.2
"Jan 7, 11:00 am",199.674,3.7,49.1529,0,63,226.224,63,3.66818,59.8228,0.199674,1,1,59.8228,5.2
"Jan 7, 12:00 pm",316.343,4.2,45.8158,0,95,345.325,95,4.60913,91.6865,0.316343,1,1,91.6865,5.7
"Jan 7, 01:00 pm",212.917,4.6,46.9786,0,67,239.736,67,4.54418,63.6342,0.212917,1,1,63.6342,5.7
"Jan 7, 02:00 pm",194.886,5.2,52.3405,0,62,221.338,62,5.02118,58.8711,0.194886,1,1,58.8711,5.7
"Jan 7, 03:00 pm",186.423,5.8,60.7896,0,59,212.704,59,5.62791,56.7224,0.186423,1,1,56.7224,8.3
"Jan 7, 04:00 pm",300.551,6.4,71.1891,123,41,329.196,55,6.7744,94.4534,0.300551,1,1,88.2236,8.3
"Jan 7, 05:00 pm",0,6.7,77.9743,15,1,11.8236,1,5.80315,4.0951,0,1,3,3.15541,8.3
"Jan 7, 06:00 pm",0,7,0,0,0,0,0,7,0,0,1,0,0,11.2
"Jan 7, 07:00 pm",0,7.3,0,0,0,0,0,7.3,0,0,1,0,0,11.2
"Jan 7, 08:00 pm",0,7.7,0,0,0,0,0,7.7,0,0,1,0,0,11.2
"Jan 7, 09:00 pm",0,8.1,0,0,0,0,0,8.1,0,0,1,0,0,10.1
"Jan 7, 10:00 pm",0,8.5,0,0,0,0,0,8.5,0,0,1,0,0,10.1
"Jan 7, 11:00 pm",0,8.3,0,0,0,0,0,8.3,0,0,1,0,0,10.1
"Jan 8, 12:00 am",0,8,0,0,0,0,0,8,0,0,1,0,0,7.4
"Jan 8, 01:00 am",0,7.7,0,0,0,0,0,7.7,0,0,1,0,0,7.4
"Jan 8, 02:00 am",0,7.7,0,0,0,0,0,7.7,0,0,1,0,0,7.4
"Jan 8, 03:00 am",0,7.7,0,0,0,0,0,7.7,0,0,1,0,0,7.8
"Jan 8, 04:00 am",0,7.7,0,0,0,0,0,7.7,0,0,1,0,0,7.8
"Jan 8, 05:00 am",0,7.3,0,0,0,0,0,7.3,0,0,1,0,0,7.8
"Jan 8, 06:00 am",0,6.9,0,0,0,0,0,6.9,0,0,1,0,0,5.6
"Jan 8, 07:00 am",0,6.5,0,0,0,0,0,6.5,0,0,1,0,0,5.6
"Jan 8, 08:00 am",58.9246,6.3,75.2077,46,8,82.7038,11,5.41022,24.7411,0.0589246,1,2,22.0342,5.6
"Jan 8, 09:00 am",437.67,6.1,65.7128,118,70,469.312,92,7.26323,130.569,0.43767,1,1,126.041,5
"Jan 8, 10:00 am",194.344,5.9,56.1446,0,62,220.785,62,5.82461,58.9273,0.194344,1,1,58.9273,5
"Jan 8, 11:00 am",588.51,7.1,49.0699,19,153,623.646,160,9.08722,169.054,0.58851,1,1,168.826,5
"Jan 8, 12:00 pm",459.863,8.2,45.6923,0,134,492.005,134,9.4936,133.427,0.459863,1,1,133.427,6.1
"Jan 8, 01:00 pm",388.953,9.3,46.8261,0,116,419.51,116,10.2183,114.129,0.388953,1,1,114.129,6.1
"Jan 8, 02:00 pm",207.311,10.1,52.1762,0,67,234.016,67,10.1152,63.636,0.207311,1,1,63.636,6.1
"Jan 8, 03:00 pm",1110.35,10.9,60.6261,386,112,1159.19,207,14.6142,332.432,1.11035,1,1,321.573,8.8
"Jan 8, 04:00 pm",464.075,11.6,71.0337,259,45,496.313,75,12.9858,149.714,0.464075,1,1,136.686,8.8
"Jan 8, 05:00 pm",0,11.1,77.9348,34,1,21.8495,2,10.3621,8.07671,0,1,3,5.94798,8.8
"Jan 8, 06:00 pm",0,10.6,0,0,0,0,0,10.6,0,0,1,0,0,9.3
"Jan 8, 07:00 pm",0,10,0,0,0,0,0,10,0,0,1,0,0,9.3
"Jan 8, 08:00 pm",0,9.9,0,0,0,0,0,9.9,0,0,1,0,0,9.3
"Jan 8, 09:00 pm",0,9.8,0,0,0,0,0,9.8,0,0,1,0,0,8.7
"Jan 8, 10:00 pm",0,9.8,0,0,0,0,0,9.8,0,0,1,0,0,8.7
"Jan 8, 11:00 pm",0,9.1,0,0,0,0,0,9.1,0,0,1,0,0,8.7
"Jan 9, 12:00 am",0,8.4,0,0,0,0,0,8.4,0,0,1,0,0,8.1
"Jan 9, 01:00 am",0,7.8,0,0,0,0,0,7.8,0,0,1,0,0,8.1
"Jan 9, 02:00 am",0,6.7,0,0,0,0,0,6.7,0,0,1,0,0,8.1
"Jan 9, 03:00 am",0,5.6,0,0,0,0,0,5.6,0,0,1,0,0,13.5
"Jan 9, 04:00 am",0,4.5,0,0,0,0,0,4.5,0,0,1,0,0,13.5
"Jan 9, 05:00 am",0,3.5,0,0,0,0,0,3.5,0,0,1,0,0,13.5
"Jan 9, 06:00 am",0,2.5,0,0,0,0,0,2.5,0,0,1,0,0,11
"Jan 9, 07:00 am",0,1.6,0,0,0,0,0,1.6,0,0,1,0,0,11
"Jan 9, 08:00 am",193.603,1.4,75.2379,226,8,220.029,21,1.38368,70.9331,0.193603,1,2,57.6224,11
"Jan 9, 09:00 am",1068.33,1.2,65.6961,577,57,1115.97,164,4.37257,318.121,1.06833,1,1,295.999,10
"Jan 9, 10:00 am",1800.77,1,56.0948,744,72,1871.62,296,6.87623,517.149,1.80077,1,1,501.81,10
"Jan 9, 11:00 am",2252.49,1.8,48.9798,815,79,2340.17,387,9.43873,644.196,2.25249,1,1,634.477,10
"Jan 9, 12:00 pm",2448.48,2.7,45.5617,839,81,2544.07,427,10.4056,700.185,2.44848,1,1,692.693,11.4
"Jan 9, 01:00 pm",2375.33,3.5,46.6671,830,81,2467.93,414,11.0303,681.966,2.37533,1,1,673.811,11.4
"Jan 9, 02:00 pm",2039.91,3.6,52.0068,787,75,2119.43,347,10.0187,588.044,2.03991,1,1,576.092,11.4
"Jan 9, 03:00 pm",1453.46,3.7,60.4588,682,65,1512.68,235,9.15603,428.594,1.45346,1,1,409.616,8.7
"Jan 9, 04:00 pm",648.366,3.8,70.8755,435,43,684.947,94,5.9917,204.672,0.648367,1,1,182.944,8.7
"Jan 9, 05:00 pm",14.8859,2.9,77.8955,61,1,37.8352,3,2.23652,13.7613,0.0148859,1,3,9.94435,8.7
"Jan 9, 06:00 pm",0,2,0,0,0,0,0,2,0,0,1,0,0,7.7
"Jan 9, 07:00 pm",0,1.1,0,0,0,0,0,1.1,0,0,1,0,0,7.7
"Jan 9, 08:00 pm",0,0.8,0,0,0,0,0,0.8,0,0,1,0,0,7.7
"Jan 9, 09:00 pm",0,0.5,0,0,0,0,0,0.5,0,0,1,0,0,5.5
"Jan 9, 10:00 pm",0,0.3,0,0,0,0,0,0.3,0,0,1,0,0,5.5
"Jan 9, 11:00 pm",0,-0.1,0,0,0,0,0,-0.1,0,0,1,0,0,5.5
"Jan 10, 12:00 am",0,-0.4,0,0,0,0,0,-0.4,0,0,1,0,0,3.3
"Jan 10, 01:00 am",0,-0.8,0,0,0,0,0,-0.8,0,0,1,0,0,3.3
"Jan 10, 02:00 am",0,-0.7,0,0,0,0,0,-0.7,0,0,1,0,0,3.3
"Jan 10, 03:00 am",0,-0.6,0,0,0,0,0,-0.6,0,0,1,0,0,1.7
"Jan 10, 04:00 am",0,-0.6,0,0,0,0,0,-0.6,0,0,1,0,0,1.7
"Jan 10, 05:00 am",0,-0.7,0,0,0,0,0,-0.7,0,0,1,0,0,1.7
"Jan 10, 06:00 am",0,-0.8,0,0,0,0,0,-0.8,0,0,1,0,0,3
"Jan 10, 07:00 am",0,-0.9,0,0,0,0,0,-0.9,0,0,1,0,0,3
"Jan 10, 08:00 am",67.0626,-0.6,75.267,46,9,90.9971,12,-1.86995,26.2188,0.0670626,1,2,23.5072,3
"Jan 10, 09:00 am",476.341,-0.3,65.6735,116,76,508.859,98,0.995644,137.486,0.476341,1,1,133.044,4.8
"Jan 10, 10:00 am",1699.06,0.1,56.0385,626,109,1766.39,298,8.7095,490.24,1.69906,1,1,477.386,4.8
"Jan 10, 11:00 am",2220.7,1.3,48.8828,816,80,2307.14,390,13.6717,646.99,2.2207,1,1,637.336,4.8
"Jan 10, 12:00 pm",2413.93,2.6,45.424,840,82,2508.1,430,14.6988,703.452,2.41393,1,1,696.04,5.9
"Jan 10, 01:00 pm",2338.03,3.8,46.5017,832,81,2429.12,417,15.6529,685.079,2.33803,1,1,677.019,5.9
"Jan 10, 02:00 pm",1883.29,3.9,51.8322,587,147,1957.07,351,13.2987,548.528,1.88329,1,1,539.734,5.9
"Jan 10, 03:00 pm",490.125,3.9,60.2877,57,103,522.958,117,5.18125,140.759,0.490125,1,1,139.191,9.6
"Jan 10, 04:00 pm",568.585,4,70.7147,250,67,603.248,97,5.42102,173.124,0.568585,1,1,160.727,9.6
"Jan 10, 05:00 pm",5.9614,3,77.8565,38,2,28.7446,3,2.29927,9.93341,0.0059614,1,3,7.55705,9.6
"Jan 10, 06:00 pm",0,2,0,0,0,0,0,2,0,0,1,0,0,12.6
"Jan 10, 07:00 pm",0,1,0,0,0,0,0,1,0,0,1,0,0,12.6
"Jan 10, 08:00 pm",0,1.2,0,0,0,0,0,1.2,0,0,1,0,0,12.6
"Jan 10, 09:00 pm",0,1.3,0,0,0,0,0,1.3,0,0,1,0,0,10.5
"Jan 10, 10:00 pm",0,1.4,0,0,0,0,0,1.4,0,0,1,0,0,10.5
"Jan 10, 11:00 pm",0,0.9,0,0,0,0,0,0.9,0,0,1,0,0,10.5
"Jan 11, 12:00 am",0,0.4,0,0,0,0,0,0.4,0,0,1,0,0,8.8
"Jan 11, 01:00 am",0,-0.1,0,0,0,0,0,-0.1,0,0,1,0,0,8.8
"Jan 11, 02:00 am",0,0,0,0,0,0,0,0,0,0,1,0,0,8.8
"Jan 11, 03:00 am",0,0.1,0,0,0,0,0,0.1,0,0,1,0,0,3.2
